Time R-A_pFluct R-B_pFluct R-C_pFluct R-D_pFluct R-E_pFluct R-F_pFluct 
0.0753575 -0.437460926 -0.222411028 -0.149084841 -0.112115872 -0.0898375448 -0.0450633361 
0.07536 -0.438420571 -0.222888266 -0.14940207 -0.11235374 -0.0900278274 -0.0451584551 
0.0753625 -0.439370965 -0.223365377 -0.149719141 -0.112591549 -0.0902180548 -0.0452535493 
0.075365 -0.440323436 -0.223842072 -0.150036132 -0.11282997 -0.0904091264 -0.0453494285 
0.0753675 -0.441276186 -0.22431865 -0.150355866 -0.113071109 -0.0906026938 -0.0454468858 
0.07537 -0.442228812 -0.2248009 -0.150680947 -0.113314388 -0.0907970354 -0.0455437687 
0.0753725 -0.443185831 -0.225287126 -0.151003642 -0.113556369 -0.0909906058 -0.0456405365 
0.075375 -0.444155188 -0.225770865 -0.151326086 -0.113798174 -0.0911840327 -0.0457372361 
0.0753775 -0.445127771 -0.226254239 -0.15164829 -0.114039792 -0.0913773073 -0.0458338969 
0.07538 -0.446096953 -0.226737267 -0.151970252 -0.114281232 -0.0915704596 -0.0459305254 
0.0753825 -0.447065562 -0.227219942 -0.152291971 -0.114522514 -0.0917635351 -0.046027072 
0.075385 -0.448033373 -0.227702224 -0.152613452 -0.114763698 -0.0919565358 -0.0461235364 
0.0753875 -0.44899753 -0.228184136 -0.152934736 -0.115004774 -0.0921493479 -0.046219898 
0.07539 -0.4499599 -0.228665673 -0.153255878 -0.115245592 -0.0923419667 -0.0463160739 
0.0753925 -0.450921893 -0.2291468 -0.153576738 -0.115486153 -0.0925343476 -0.0464121055 
0.075395 -0.45188316 -0.229627492 -0.153897298 -0.115726443 -0.0927262566 -0.0465079445 
0.0753975 -0.452843596 -0.230107921 -0.154217196 -0.115965776 -0.0929177202 -0.0466039431 
0.0754 -0.453803101 -0.230587558 -0.154536577 -0.116205221 -0.0931095088 -0.0466999705 
0.0754025 -0.454761564 -0.231066763 -0.154855709 -0.116444956 -0.0933014576 -0.0467959814 
0.075405 -0.455719532 -0.231546165 -0.155175007 -0.11668478 -0.0934933404 -0.0468919424 
0.0754075 -0.456675156 -0.232025147 -0.15549448 -0.116924492 -0.0936851365 -0.0469878366 
0.07541 -0.457631276 -0.232503252 -0.155813855 -0.117164049 -0.0938767613 -0.047083663 
0.0754125 -0.458587644 -0.232981308 -0.156132971 -0.117403376 -0.0940682336 -0.0471794149 
0.075415 -0.459543803 -0.233459361 -0.156451808 -0.117642508 -0.0942595551 -0.0472750829 
0.0754175 -0.460499595 -0.2339371 -0.15677033 -0.117881439 -0.0944507143 -0.0473706546 
0.07542 -0.461454663 -0.234414404 -0.157088568 -0.118120148 -0.0946416709 -0.0474661251 
0.0754225 -0.462409325 -0.23489123 -0.157406492 -0.118358586 -0.0948324097 -0.0475609937 
0.075425 -0.463362955 -0.235367458 -0.157724055 -0.118596746 -0.0950229438 -0.0476553455 
0.0754275 -0.464315346 -0.235843259 -0.158041341 -0.118834735 -0.0952120529 -0.0477496364 
0.07543 -0.465265831 -0.236318715 -0.158358362 -0.119070687 -0.0954001603 -0.0478435994 
0.0754325 -0.466213865 -0.236793721 -0.158674274 -0.119305423 -0.0955881858 -0.0479366009 
0.075435 -0.467160949 -0.237268279 -0.158987213 -0.119540092 -0.0957753214 -0.0480292905 
0.0754375 -0.468107795 -0.237742344 -0.159299306 -0.119773475 -0.0959603561 -0.0481212486 
0.07544 -0.469053824 -0.238215113 -0.159610941 -0.12000412 -0.0961446691 -0.0482134142 
0.0754425 -0.469998955 -0.238682341 -0.159919309 -0.120233789 -0.0963276898 -0.0483056012 
0.075445 -0.470943173 -0.239147855 -0.160225383 -0.120462166 -0.0965113019 -0.0483977646 
0.0754475 -0.471886125 -0.239613234 -0.160528838 -0.120691176 -0.09669488 -0.0484897756 
0.07545 -0.472828459 -0.240073895 -0.160832858 -0.120920147 -0.0968784135 -0.048582331 
0.0754525 -0.47376996 -0.240529414 -0.161137048 -0.121149053 -0.0970615359 -0.0486758427 
0.075455 -0.474710462 -0.240981097 -0.161441175 -0.121377639 -0.0972464522 -0.0487693502 
0.0754575 -0.475649922 -0.24143358 -0.161744927 -0.121608652 -0.0974333317 -0.0488626116 
0.07546 -0.476588312 -0.241886445 -0.162050575 -0.121841859 -0.097619323 -0.0489555229 
0.0754625 -0.477525705 -0.242339241 -0.162359492 -0.12207379 -0.0978050559 -0.0490483785 
0.075465 -0.478448488 -0.242791447 -0.162668339 -0.122305409 -0.0979900085 -0.0491411393 
0.0754675 -0.479364538 -0.243247679 -0.16297634 -0.122536072 -0.098174888 -0.0492338231 
0.07547 -0.480280749 -0.243708833 -0.163283445 -0.122766649 -0.0983595808 -0.0493257625 
0.0754725 -0.481187297 -0.244168344 -0.163589811 -0.122996997 -0.098544169 -0.0494163948 
0.075475 -0.482074489 -0.244627083 -0.163895983 -0.123227039 -0.0987266499 -0.0495068412 
0.0754775 -0.482958272 -0.245084663 -0.164201951 -0.123454155 -0.0989061908 -0.049595721 
0.07548 -0.483840518 -0.245540757 -0.164505509 -0.123675934 -0.0990835873 -0.0496843326 
0.0754825 -0.484724638 -0.245996667 -0.164800215 -0.123897617 -0.09926064 -0.0497729187 
0.075485 -0.485608425 -0.246450124 -0.165094356 -0.12411821 -0.0994369204 -0.049861452 
0.0754875 -0.486499784 -0.246894346 -0.165388689 -0.124337905 -0.0996130492 -0.0499498559 
0.07549 -0.487401011 -0.247331344 -0.165680575 -0.124557444 -0.0997891154 -0.0500380896 
0.0754925 -0.488301654 -0.247769995 -0.165971971 -0.124776895 -0.0999648984 -0.0501262564 
0.075495 -0.489198494 -0.248208157 -0.166263309 -0.124996007 -0.100140357 -0.0502143553 
0.0754975 -0.490081748 -0.248641944 -0.16655441 -0.125214728 -0.100315746 -0.0503023868 
0.0755 -0.490967544 -0.249074862 -0.166845049 -0.125433379 -0.100491008 -0.0503903368 
0.0755025 -0.491847997 -0.249508027 -0.167135334 -0.12565187 -0.100666137 -0.0504781987 
0.075505 -0.492728777 -0.249940907 -0.167425481 -0.125870195 -0.100841108 -0.0505659705 
0.0755075 -0.493602629 -0.25037309 -0.167715429 -0.126088324 -0.101015905 -0.0506536943 
0.07551 -0.494461939 -0.250804587 -0.168005143 -0.126306239 -0.101190576 -0.0507413343 
0.0755125 -0.495315859 -0.251235946 -0.16829459 -0.126523986 -0.101365057 -0.0508288439 
0.075515 -0.496172411 -0.251666934 -0.168583654 -0.126740841 -0.10153851 -0.0509155742 
0.0755175 -0.497028585 -0.252096119 -0.168870033 -0.126956409 -0.101711388 -0.0510024697 
0.07552 -0.497873417 -0.252522987 -0.169156971 -0.127172266 -0.101884427 -0.0510893077 
