Time microphone-A_pFluct microphone-B_pFluct microphone-C_pFluct 
0.20799 -25.3465 -22.2948 -14.4525 
0.208 -25.4954 -23.8864 -16.3553 
0.20801 -25.1232 -22.8837 -15.3005 
0.20802 -26.4326 -23.385 -15.2446 
0.20803 -25.3104 -22.9335 -15.2648 
0.20804 -27.3346 -24.4586 -16.112 
0.20805 -26.6961 -24.1735 -16.0882 
0.20806 -25.8815 -24.3815 -16.7692 
0.20807 -26.8462 -23.9309 -15.7077 
0.20808 -26.4808 -23.8325 -15.7746 
0.20809 -26.7507 -24.3574 -16.2873 
0.2081 -28.3514 -26.8623 -18.5735 
0.20811 -27.5098 -24.5173 -16.0918 
0.20812 -26.4235 -24.7828 -16.9853 
0.20813 -27.5582 -24.7143 -16.311 
0.20814 -27.6826 -24.7779 -16.3253 
0.20815 -25.8934 -23.9553 -16.2296 
0.20816 -28.4304 -27.1468 -18.8844 
0.20817 -27.9457 -23.9971 -15.2162 
0.20818 -28.4095 -27.3286 -19.1207 
0.20819 -26.615 -23.621 -15.4378 
0.2082 -29.5066 -28.1637 -19.5899 
0.20821 -28.0752 -25.5095 -17.0294 
0.20822 -27.8207 -24.6518 -16.0939 
0.20823 -28.8976 -27.6471 -19.2619 
0.20824 -26.782 -23.8986 -15.6948 
0.20825 -29.9785 -28.4568 -19.7079 
0.20826 -28.7095 -26.0485 -17.3691 
0.20827 -28.217 -26.0546 -17.6317 
0.20828 -29.8591 -28.5638 -19.9018 
0.20829 -26.9946 -24.2376 -16.0041 
0.2083 -30.5734 -28.7457 -19.7567 
0.20831 -29.4804 -26.8841 -18.0069 
0.20832 -28.9074 -28.182 -19.9186 
0.20833 -29.9695 -26.6833 -17.5024 
0.20834 -28.7542 -27.5208 -19.1746 
0.20835 -30.1278 -27.8999 -18.9332 
0.20836 -29.8438 -27.9206 -19.1058 
0.20837 -29.912 -27.5101 -18.5592 
0.20838 -29.0608 -27.6165 -19.1328 
0.20839 -30.2392 -28.7115 -19.8835 
0.2084 -29.5901 -27.7319 -19.0007 
0.20841 -30.378 -28.5727 -19.6378 
0.20842 -30.4118 -28.2408 -19.2069 
0.20843 -30.2984 -28.6038 -19.7168 
0.20844 -30.4571 -28.5994 -19.6286 
0.20845 -29.7568 -28.0829 -19.3488 
0.20846 -31.7935 -29.8324 -20.4687 
0.20847 -29.6832 -28.3808 -19.7566 
0.20848 -30.2519 -28.8127 -19.9985 
0.20849 -31.5317 -29.4162 -20.085 
0.2085 -31.1292 -29.0872 -19.884 
0.20851 -30.6162 -29.4471 -20.5974 
0.20852 -29.8696 -28.4437 -19.7357 
0.20853 -31.7674 -30.103 -20.8153 
0.20854 -31.2063 -29.3672 -20.1903 
0.20855 -30.9198 -29.7715 -20.8415 
0.20856 -30.84 -28.5407 -19.3509 
0.20857 -32.2369 -31.171 -21.8986 
0.20858 -30.8984 -29.3141 -20.2818 
0.20859 -31.7376 -29.7931 -20.442 
0.2086 -31.6904 -30.4455 -21.2778 
0.20861 -30.6271 -29.6045 -20.7823 
0.20862 -32.2701 -30.4159 -20.9391 
0.20863 -31.6765 -30.8295 -21.7612 
0.20864 -32.3106 -30.0098 -20.4117 
0.20865 -31.4247 -30.1987 -21.1059 
0.20866 -31.6339 -30.4417 -21.2991 
0.20867 -31.2586 -30.6063 -21.698 
0.20868 -32.6105 -30.2804 -20.5906 
0.20869 -31.9323 -30.6488 -21.4003 
0.2087 -31.8194 -30.5864 -21.3807 
0.20871 -31.3306 -30.5596 -21.6003 
0.20872 -32.0038 -30.6655 -21.3823 
0.20873 -32.7952 -31.2711 -21.7247 
0.20874 -32.2257 -31.1536 -21.8733 
0.20875 -31.2531 -30.3891 -21.4261 
0.20876 -32.8731 -31.706 -22.2236 
0.20877 -32.3202 -30.3151 -20.7793 
0.20878 -32.1874 -31.8103 -22.7081 
0.20879 -30.9334 -29.5494 -20.5447 
0.2088 -33.807 -32.5279 -22.7596 
0.20881 -32.2223 -31.1556 -21.8735 
0.20882 -32.3825 -30.613 -21.1147 
0.20883 -32.4508 -32.247 -23.1119 
0.20884 -31.911 -30.7067 -21.4746 
0.20885 -33.3243 -31.6742 -21.9448 
0.20886 -32.3899 -31.4035 -22.0921 
0.20887 -32.4851 -31.1839 -21.7688 
0.20888 -32.7425 -31.9491 -22.5868 
0.20889 -32.4821 -31.1049 -21.6709 
0.2089 -32.8252 -31.7811 -22.3338 
0.20891 -32.8969 -31.6587 -22.1436 
0.20892 -32.3739 -31.3446 -22.0235 
0.20893 -32.1504 -31.1905 -21.9471 
0.20894 -32.1485 -31.3123 -22.0991 
0.20895 -33.4525 -32.0107 -22.2909 
0.20896 -32.2077 -31.1244 -21.8334 
0.20897 -32.52 -32.6854 -23.6131 
0.20898 -32.492 -30.2375 -20.5811 
0.20899 -33.2578 -32.1581 -22.573 
0.209 -32.5869 -31.6867 -22.3339 
0.20901 -32.2461 -31.3019 -22.0313 
0.20902 -32.9148 -31.8709 -22.3918 
0.20903 -32.5809 -30.8235 -21.2611 
0.20904 -32.714 -31.9719 -22.6204 
0.20905 -32.9324 -31.6868 -22.1518 
0.20906 -32.5003 -31.7137 -22.4088 
0.20907 -31.9788 -31.0188 -21.8141 
0.20908 -32.6213 -31.1034 -21.5855 
0.20909 -32.7102 -31.6548 -22.2248 
0.2091 -32.7029 -31.3447 -21.8422 
0.20911 -31.8958 -31.3078 -22.2143 
0.20912 -32.7593 -31.2699 -21.7186 
0.20913 -32.6782 -31.204 -21.6782 
0.20914 -32.44 -31.2781 -21.8934 
0.20915 -32.7182 -31.3381 -21.8231 
0.20916 -31.4467 -30.839 -21.8611 
0.20917 -31.924 -30.6088 -21.3265 
0.20918 -33.7166 -31.8926 -21.9934 
0.20919 -31.7503 -30.5187 -21.3033 
0.2092 -32.2012 -31.0188 -21.6911 
0.20921 -32.875 -31.5348 -21.983 
0.20922 -30.5439 -29.2213 -20.3131 
0.20923 -33.1838 -31.5488 -21.8392 
0.20924 -31.5225 -30.8351 -21.8123 
0.20925 -32.2299 -30.439 -20.952 
0.20926 -32.2348 -30.7714 -21.3625 
0.20927 -32.0185 -30.2313 -20.8021 
0.20928 -32.2784 -31.0166 -21.6439 
0.20929 -30.5423 -29.5057 -20.664 
0.2093 -32.0054 -30.4337 -21.0591 
0.20931 -32.2658 -30.1348 -20.5516 
0.20932 -31.9416 -30.4021 -21.0519 
0.20933 -30.9421 -29.9465 -21.0029 
0.20934 -30.8012 -29.1561 -20.0919 
0.20935 -32.1253 -30.5878 -21.186 
0.20936 -31.5941 -29.6934 -20.3482 
0.20937 -30.8311 -28.7199 -19.5322 
0.20938 -31.3575 -30.2402 -21.1503 
0.20939 -30.572 -28.3914 -19.2567 
0.2094 -31.4404 -29.6046 -20.3155 
0.20941 -30.7732 -29.4299 -20.4437 
0.20942 -30.4648 -29.1914 -20.3064 
0.20943 -30.5592 -27.809 -18.5368 
0.20944 -30.6945 -29.2515 -20.2611 
0.20945 -30.691 -28.6694 -19.538 
0.20946 -30.4239 -28.6489 -19.6507 
0.20947 -29.4425 -27.8145 -19.1211 
0.20948 -30.2953 -28.6801 -19.7552 
0.20949 -30.7425 -28.1532 -18.8671 
0.2095 -29.9127 -28.1347 -19.2742 
0.20951 -29.2218 -27.4264 -18.7508 
0.20952 -30.0694 -27.6289 -18.5626 
0.20953 -29.3528 -27.5903 -18.886 
0.20954 -29.0218 -26.6843 -17.9299 
0.20955 -30.7029 -28.2107 -18.9567 
0.20956 -28.453 -26.6928 -18.2348 
0.20957 -28.8341 -27.4369 -18.9625 
0.20958 -29.4166 -27.0398 -18.1657 
0.20959 -29.1873 -25.6273 -16.5268 
0.2096 -28.7322 -26.6021 -17.9755 
0.20961 -27.837 -26.6174 -18.4584 
0.20962 -28.9631 -26.2225 -17.3825 
0.20963 -28.1714 -25.9356 -17.4358 
0.20964 -28.6017 -25.2921 -16.4115 
0.20965 -27.6104 -25.8776 -17.654 
0.20966 -27.1736 -25.3234 -17.1907 
0.20967 -28.575 -25.9059 -17.1881 
0.20968 -27.1435 -23.8785 -15.4076 
0.20969 -27.2178 -24.9033 -16.644 
0.2097 -27.2058 -25.6509 -17.58 
0.20971 -26.8023 -23.9045 -15.616 
0.20972 -27.6727 -24.4555 -15.8498 
0.20973 -26.8462 -23.956 -15.6568 
0.20974 -25.5685 -24.1278 -16.533 
0.20975 -26.5208 -23.227 -14.9177 
0.20976 -26.1665 -23.5865 -15.5486 
0.20977 -26.5237 -23.4778 -15.2278 
0.20978 -25.4151 -23.5558 -15.8997 
0.20979 -25.5099 -22.19 -14.1507 
0.2098 -25.1525 -22.5707 -14.8097 
0.20981 -25.9219 -23.1956 -15.1878 
0.20982 -25.1696 -22.4576 -14.6595 
0.20983 -24.5399 -21.6275 -13.9529 
0.20984 -24.8212 -21.9961 -14.2654 
0.20985 -23.9614 -21.4011 -13.9709 
0.20986 -25.0468 -22.0232 -14.1817 
0.20987 -23.8186 -20.5915 -13.0372 
0.20988 -23.6159 -20.969 -13.6119 
0.20989 -23.5521 -21.3082 -14.0668 
0.2099 -23.9855 -20.2024 -12.4658 
0.20991 -23.0691 -20.2786 -13.0358 
0.20992 -23.5212 -21.0848 -13.8042 
0.20993 -21.5781 -18.8923 -12.0838 
0.20994 -23.6271 -20.2825 -12.7506 
0.20995 -22.7029 -19.3718 -12.0967 
0.20996 -22.2811 -19.5661 -12.5571 
0.20997 -21.6598 -18.7404 -11.8519 
0.20998 -21.0423 -18.2776 -11.5962 
0.20999 -22.5066 -19.3791 -12.2069 
0.21 -21.5454 -18.1297 -11.1509 
0.21001 -20.4828 -18.4792 -12.1369 
0.21002 -20.6346 -17.3781 -10.6878 
0.21003 -20.4929 -17.1929 -10.5308 
0.21004 -20.9946 -17.9379 -11.1974 
0.21005 -20.0371 -17.0925 -10.6421 
0.21006 -19.5383 -16.9375 -10.7079 
0.21007 -19.1933 -16.0136 -9.73709 
0.21008 -20.1251 -17.2406 -10.7804 
0.21009 -18.9815 -15.9095 -9.7172 
0.2101 -19.1419 -16.2513 -10.0593 
0.21011 -17.9955 -14.865 -8.92886 
0.21012 -18.7059 -16.2115 -10.2358 
0.21013 -18.4343 -14.8805 -8.72038 
0.21014 -17.9947 -15.056 -9.16676 
0.21015 -16.7791 -14.3797 -8.95585 
0.21016 -17.4919 -14.6238 -8.88966 
0.21017 -18.2502 -14.7494 -8.65252 
0.21018 -16.521 -13.7186 -8.267 
0.21019 -16.4885 -14.0536 -8.70064 
0.2102 -16.3502 -13.2713 -7.7989 
0.21021 -16.3077 -13.3157 -7.87609 
0.21022 -15.9295 -12.6911 -7.29518 
0.21023 -15.9888 -13.1682 -7.85802 
0.21024 -14.878 -12.1885 -7.21522 
0.21025 -15.2868 -12.1975 -7.01438 
0.21026 -14.8808 -12.0398 -7.02876 
0.21027 -14.0584 -11.7359 -7.07729 
0.21028 -14.3676 -11.4625 -6.57653 
0.21029 -14.2743 -11.3082 -6.43301 
0.2103 -13.1497 -10.7067 -6.268 
0.21031 -13.2207 -10.305 -5.73135 
0.21032 -13.7255 -11.2519 -6.64772 
0.21033 -12.62 -9.97102 -5.62744 
0.21034 -12.4835 -9.67059 -5.32445 
0.21035 -12.6395 -9.84033 -5.4548 
0.21036 -12.8326 -10.2616 -5.87889 
0.21037 -10.9444 -8.55037 -4.72912 
0.21038 -11.1535 -8.57295 -4.64877 
0.21039 -11.2323 -8.79173 -4.88019 
0.2104 -11.5094 -9.3025 -5.37206 
0.21041 -9.9232 -8.07162 -4.66334 
0.21042 -10.4441 -7.48613 -3.66466 
0.21043 -10.5954 -7.75066 -3.91539 
0.21044 -9.28179 -7.04336 -3.71687 
0.21045 -9.90581 -7.90764 -4.46864 
0.21046 -9.20483 -6.40973 -2.9685 
0.21047 -8.60393 -6.59588 -3.51195 
0.21048 -8.96942 -6.04134 -2.63243 
0.21049 -8.46074 -6.13327 -3.01084 
0.2105 -8.30496 -6.49556 -3.54254 
0.21051 -7.64218 -5.15551 -2.21903 
0.21052 -6.74722 -4.55268 -1.93331 
0.21053 -8.37208 -5.96358 -2.84612 
0.21054 -7.13761 -5.02594 -2.31992 
0.21055 -6.68588 -4.77641 -2.24388 
0.21056 -6.58654 -4.38463 -1.80804 
0.21057 -5.52376 -3.65664 -1.45365 
0.21058 -6.14797 -4.08951 -1.66859 
0.21059 -5.70185 -3.32212 -0.945299 
0.2106 -5.14387 -3.34562 -1.26416 
0.21061 -4.95057 -3.23057 -1.22141 
0.21062 -4.69158 -3.04584 -1.12604 
0.21063 -4.00407 -2.2204 -0.455725 
0.21064 -4.84244 -2.88058 -0.842431 
0.21065 -4.07625 -2.20015 -0.393391 
0.21066 -3.13555 -1.45693 0.0432349 
0.21067 -3.96408 -1.94167 -0.130293 
0.21068 -2.66663 -1.3057 -0.0121873 
0.21069 -3.1061 -0.913932 0.703101 
0.2107 -2.4981 -1.27347 -0.0598699 
0.21071 -1.74264 -0.0773817 1.03636 
0.21072 -2.72754 -1.02865 0.36344 
0.21073 -2.06363 -0.625106 0.520981 
0.21074 -0.959689 0.610848 1.48602 
0.21075 -0.782253 0.82476 1.65993 
0.21076 -0.847616 0.34552 1.09732 
0.21077 -0.353883 0.322652 0.812569 
0.21078 -0.187045 1.66894 2.40104 
0.21079 0.100435 1.1192 1.56763 
0.2108 -0.74181 0.617953 1.38067 
0.21081 0.642193 1.92256 2.28583 
0.21082 0.019551 1.4712 2.04699 
0.21083 2.67342 3.40409 3.07515 
0.21084 -0.393878 1.42346 2.20162 
0.21085 2.59243 3.34347 3.04127 
0.21086 0.923789 1.28051 1.33976 
0.21087 2.51658 3.62963 3.43633 
0.21088 1.71449 3.12101 3.2193 
0.21089 3.4606 3.81968 3.18261 
0.2109 2.16725 2.68262 2.43851 
0.21091 4.12309 4.49862 3.68336 
0.21092 2.91438 4.0263 3.72247 
0.21093 3.73987 5.13029 4.66766 
0.21094 3.75686 4.20807 3.51107 
0.21095 4.70793 4.78979 3.7413 
0.21096 4.13571 4.82937 4.08719 
0.21097 4.79547 5.59615 4.69878 
0.21098 4.74074 5.63306 4.77284 
0.21099 5.33441 5.0715 3.76587 
0.211 6.38039 6.35515 4.8203 
0.21101 5.57009 6.34723 5.23055 
0.21102 5.41267 5.83531 4.67497 
0.21103 6.16058 6.77554 5.45665 
0.21104 6.68739 6.23035 4.50472 
0.21105 5.94497 6.37796 5.07332 
0.21106 7.5902 8.59499 6.97821 
0.21107 7.21142 7.43481 5.73077 
0.21108 7.39508 7.27577 5.43733 
0.21109 8.04356 7.97037 5.96497 
0.2111 8.10893 7.98862 5.95351 
0.21111 8.16621 8.24984 6.24856 
0.21112 8.91103 8.82153 6.57327 
0.21113 8.27428 8.02222 5.90872 
0.21114 9.23526 9.1091 6.76236 
0.21115 9.06177 9.5184 7.36136 
0.21116 9.85339 9.43724 6.84939 
0.21117 9.81833 9.38213 6.79873 
0.21118 9.86025 9.18116 6.52666 
0.21119 9.95367 9.56453 6.95496 
0.2112 10.8792 10.8142 8.02947 
0.21121 10.0039 10.1855 7.70099 
0.21122 11.4105 10.4431 7.29152 
0.21123 11.2945 10.3119 7.18817 
0.21124 10.7455 10.0674 7.16847 
0.21125 11.2584 11.1249 8.21801 
0.21126 12.1705 11.7114 8.47427 
0.21127 11.9287 10.9783 7.68717 
0.21128 12.349 10.9944 7.48894 
0.21129 12.7517 11.8104 8.2951 
0.2113 12.983 12.5224 9.06084 
0.21131 13.2516 12.0789 8.36925 
0.21132 13.4462 11.8137 7.93807 
0.21133 12.782 12.2897 8.87465 
0.21134 13.6072 12.6897 8.94392 
0.21135 14.4007 13.3036 9.29585 
0.21136 13.3736 12.108 8.34072 
0.21137 15.0353 13.6016 9.33694 
0.21138 14.404 13.2432 9.21823 
0.21139 15.3964 14.6618 10.4682 
0.2114 15.0855 13.8469 9.61518 
0.21141 14.9918 13.2984 8.98098 
0.21142 15.796 14.4085 9.94485 
0.21143 14.5028 12.9718 8.82769 
0.21144 16.9079 15.1213 10.2543 
0.21145 16.3571 15.4156 10.9059 
0.21146 16.7277 14.9578 10.1437 
0.21147 15.8692 13.853 9.21412 
0.21148 17.3945 15.3059 10.2303 
0.21149 16.1016 14.8418 10.3232 
0.2115 17.5483 15.7882 10.7501 
0.21151 17.518 15.5371 10.453 
0.21152 17.6197 16.1262 11.133 
0.21153 17.3055 15.3744 10.3602 
0.21154 18.8107 16.1368 10.5276 
0.21155 18.142 17.0206 11.974 
0.21156 18.1376 16.2193 10.9788 
0.21157 19.356 16.4321 10.6113 
0.21158 18.6697 16.4791 11.0255 
0.21159 18.6942 17.098 11.7826 
0.2116 18.9753 16.2618 10.596 
0.21161 19.6743 17.4414 11.7008 
0.21162 19.7017 17.3054 11.517 
0.21163 20.726 18.1253 12.0056 
0.21164 17.8105 16.6549 11.6881 
0.21165 21.3698 18.4577 12.0845 
0.21166 20.389 17.7975 11.7716 
0.21167 21.4141 18.4124 12.0046 
0.21168 20.2916 17.3276 11.2367 
0.21169 20.5622 18.1681 12.142 
0.2117 20.3109 17.7893 11.8006 
0.21171 24.2662 20.8047 13.5006 
0.21172 21.0013 18.1778 11.9252 
0.21173 21.5731 19.2806 13.0005 
0.21174 21.0496 17.8315 11.4687 
0.21175 23.3438 20.448 13.5339 
0.21176 22.5337 19.2539 12.468 
0.21177 22.9707 19.4993 12.5464 
0.21178 22.9314 19.6367 12.7374 
0.21179 22.2622 19.6549 13.107 
0.2118 23.5327 20.3604 13.3254 
0.21181 23.4441 19.5453 12.3568 
0.21182 23.0812 19.5866 12.5963 
0.21183 23.911 21.4823 14.5242 
0.21184 24.1617 20.4941 13.1642 
0.21185 24.6384 20.9363 13.4669 
0.21186 24.1464 20.4358 13.099 
0.21187 24.6423 21.2766 13.8876 
0.21188 24.0055 20.2137 12.8951 
0.21189 24.8757 20.9476 13.3566 
0.2119 26.5259 22.1147 13.9524 
0.21191 25.0516 21.8286 14.361 
0.21192 25.3008 20.9313 13.1149 
0.21193 24.9532 21.2966 13.7494 
0.21194 25.9486 21.4499 13.4235 
0.21195 26.0699 21.8898 13.9077 
0.21196 26.3046 22.9511 15.1062 
0.21197 26.1719 21.4313 13.2837 
0.21198 26.1028 22.0942 14.144 
0.21199 26.8957 22.472 14.2026 
0.212 27.4297 22.754 14.2762 
0.21201 26.5915 22.4772 14.3663 
0.21202 26.1483 22.593 14.7399 
0.21203 28.3955 22.6943 13.6999 
0.21204 27.779 23.0648 14.4806 
0.21205 28.4398 23.8305 15.0903 
0.21206 26.828 22.1323 13.813 
0.21207 28.3571 24.2812 15.6934 
0.21208 27.3319 22.4817 13.9858 
0.21209 28.9731 23.2081 14.038 
0.2121 27.9938 23.8265 15.3153 
0.21211 29.5963 24.4234 15.2263 
0.21212 27.6821 23.3282 14.8563 
0.21213 29.9114 24.0847 14.6409 
0.21214 29.3958 24.1139 14.9445 
0.21215 28.513 23.8757 15.1058 
0.21216 30.0859 25.1398 15.8624 
0.21217 29.717 23.7186 14.2851 
0.21218 30.0054 25.013 15.7459 
0.21219 29.6013 24.4852 15.2985 
0.2122 29.8746 23.8501 14.3661 
0.21221 30.3359 25.3717 16.0199 
0.21222 29.5791 23.8112 14.4706 
0.21223 31.2584 25.6575 15.8965 
0.21224 30.7872 24.943 15.2516 
0.21225 30.1424 24.625 15.1902 
0.21226 31.0749 25.691 16.0326 
0.21227 31.252 24.9577 15.0281 
0.21228 31.3566 25.1649 15.2314 
0.21229 31.8721 26.1893 16.2384 
0.2123 30.7485 25.5765 16.0584 
0.21231 31.6857 24.8382 14.6533 
0.21232 32.3318 26.1082 15.8983 
0.21233 31.659 26.378 16.5827 
0.21234 31.9755 25.5306 15.3638 
0.21235 32.5376 25.6693 15.2446 
0.21236 31.1038 25.3513 15.5926 
0.21237 31.6104 25.4364 15.4353 
0.21238 34.3923 27.8482 16.993 
0.21239 32.9353 26.2917 15.8118 
0.2124 32.6763 25.7639 15.2893 
0.21241 32.2095 26.0206 15.8506 
0.21242 33.6395 27.0575 16.3988 
0.21243 33.4006 26.814 16.2195 
0.21244 32.5643 26.3567 16.0841 
0.21245 33.8146 25.7249 14.6492 
0.21246 33.6145 27.9319 17.4989 
0.21247 33.9525 26.7193 15.8144 
0.21248 33.5512 26.7728 16.0891 
0.21249 33.8743 26.8598 16.0295 
0.2125 33.6872 26.3803 15.5296 
0.21251 34.1819 27.2737 16.3845 
0.21252 34.1508 27.5834 16.7858 
0.21253 34.455 26.8571 15.724 
0.21254 34.1486 26.939 15.9847 
0.21255 33.6262 26.883 16.1859 
0.21256 36.3988 28.6247 16.9145 
0.21257 33.6283 26.7275 15.9908 
0.21258 34.5222 27.1982 16.1127 
0.21259 35.3012 27.3956 15.954 
0.2126 35.9384 28.2518 16.6886 
0.21261 34.5553 27.4798 16.4453 
0.21262 34.9152 27.3262 16.0673 
0.21263 35.7929 27.8759 16.2958 
0.21264 34.1776 26.9854 16.0256 
0.21265 35.7964 28.1914 16.6863 
0.21266 35.3736 27.6746 16.2623 
0.21267 35.5283 27.6417 16.141 
0.21268 35.4755 28.0485 16.6743 
0.21269 36.4307 28.447 16.6746 
0.2127 35.1848 27.7295 16.4278 
0.21271 35.652 27.6627 16.1022 
0.21272 36.0479 28.1197 16.4653 
0.21273 36.3352 28.2188 16.4394 
0.21274 35.7136 28.118 16.6363 
0.21275 36.8917 28.1569 16.0734 
0.21276 34.7872 27.8027 16.7243 
0.21277 38.0895 29.356 16.9437 
0.21278 34.6525 26.6046 15.3031 
0.21279 36.648 29.0478 17.3077 
0.2128 37.0638 28.2169 16.058 
0.21281 35.621 28.1141 16.6785 
0.21282 36.5546 27.9832 16.031 
0.21283 36.5571 28.9894 17.2817 
0.21284 36.788 28.6583 16.7497 
0.21285 36.3558 27.7308 15.8197 
0.21286 36.3255 28.6524 16.982 
0.21287 36.8235 28.2432 16.2143 
0.21288 37.4055 29.3028 17.2307 
0.21289 36.5671 28.1886 16.279 
0.2129 36.3038 27.831 15.9705 
0.21291 37.6833 29.0865 16.8169 
0.21292 34.8858 28.0475 16.9752 
0.21293 37.8136 28.7271 16.3018 
0.21294 36.2193 27.4859 15.5844 
0.21295 36.62 28.6771 16.8587 
0.21296 36.9031 28.8884 16.9745 
0.21297 37.2895 28.7885 16.6496 
0.21298 36.7122 28.3464 16.3989 
0.21299 36.2339 27.9849 16.1969 
0.213 37.0009 28.7679 16.7732 
0.21301 37.1238 28.8439 16.8038 
0.21302 36.3582 28.122 16.3027 
0.21303 36.4119 28.0769 16.2185 
0.21304 37.5082 28.3252 15.9586 
0.21305 37.3691 30.0159 18.1344 
0.21306 35.1434 27.0506 15.599 
0.21307 36.7015 28.969 17.1778 
0.21308 36.4312 26.8396 14.6682 
0.21309 37.2105 29.3383 17.373 
0.2131 36.2106 28.4699 16.8109 
0.21311 36.7975 28.2299 16.2077 
0.21312 36.4994 28.1999 16.3249 
0.21313 36.159 27.729 15.9154 
0.21314 36.7377 29.1959 17.4402 
0.21315 36.0145 28.1173 16.4731 
0.21316 36.4706 27.9138 15.9831 
0.21317 36.4846 27.9152 15.9775 
0.21318 35.6962 28.4589 17.0628 
0.21319 36.6939 28.7166 16.8657 
0.2132 35.4612 27.1009 15.4946 
0.21321 35.96 27.814 16.1231 
0.21322 35.9928 28.221 16.6124 
0.21323 35.9123 27.9857 16.3612 
0.21324 35.8813 28.3096 16.7801 
0.21325 36.1095 27.8492 16.0886 
0.21326 34.2777 26.6672 15.568 
0.21327 36.1171 28.4036 16.7742 
0.21328 35.5646 27.9151 16.4528 
0.21329 35.9259 28.0518 16.4352 
0.2133 35.167 27.2877 15.878 
0.21331 34.3863 26.8639 15.7555 
0.21332 35.417 28.0657 16.716 
0.21333 34.4465 27.3062 16.2742 
0.21334 35.4022 28.0509 16.7049 
0.21335 34.6475 26.384 15.0221 
0.21336 34.3972 26.9393 15.8427 
0.21337 34.9969 28.0665 16.9341 
0.21338 33.2939 26.5196 15.8925 
0.21339 35.5226 27.5033 15.9601 
0.2134 32.7817 25.8122 15.2776 
0.21341 34.178 27.2876 16.3888 
0.21342 34.5254 27.4419 16.4005 
0.21343 32.8476 25.8289 15.2636 
0.21344 33.6521 26.6113 15.8196 
0.21345 33.043 26.4482 15.9324 
0.21346 33.9859 26.7947 15.8741 
0.21347 32.7748 26.3077 15.8963 
0.21348 33.1242 25.8411 15.1342 
0.21349 32.4923 25.588 15.1468 
0.2135 32.0707 26.2025 16.13 
0.21351 33.0995 26.1805 15.5687 
0.21352 31.878 25.4762 15.3258 
0.21353 31.9433 25.4648 15.2775 
0.21354 31.7875 25.4835 15.3815 
0.21355 32.3204 26.1311 15.9105 
0.21356 31.583 25.433 15.4242 
0.21357 30.5573 24.499 14.7939 
0.21358 31.6437 25.4718 15.4405 
0.21359 30.5205 24.8235 15.2162 
0.2136 31.6961 25.3752 15.2926 
0.21361 30.1859 24.4841 14.9671 
0.21362 29.9747 23.9078 14.3593 
0.21363 30.9924 24.9411 15.1168 
0.21364 29.0633 24.3226 15.3477 
0.21365 29.9709 24.1316 14.6389 
0.21366 29.7493 23.9907 14.5783 
0.21367 29.0455 23.5045 14.3383 
0.21368 29.4473 24.4154 15.263 
0.21369 28.3287 23.6957 14.9475 
0.2137 29.3859 23.1292 13.6939 
0.21371 27.9251 23.2211 14.5658 
0.21372 28.7307 23.2047 14.1272 
0.21373 28.0638 23.5673 14.924 
0.21374 28.2978 22.9487 14.0326 
0.21375 26.3805 21.497 13.2206 
0.21376 27.5429 23.029 14.5238 
0.21377 28.0032 22.7464 13.933 
0.21378 26.8317 22.7972 14.6037 
0.21379 26.7781 21.9441 13.5697 
0.2138 26.38 21.4382 13.1465 
0.21381 26.7077 22.1054 13.8063 
0.21382 24.9948 21.4373 13.8633 
0.21383 25.5347 21.2592 13.3614 
0.21384 25.2996 20.9704 13.1237 
0.21385 25.5964 21.1134 13.1473 
0.21386 25.2665 21.3277 13.5849 
0.21387 24.5219 20.7397 13.2393 
0.21388 24.2049 20.0095 12.4947 
0.21389 24.4022 20.4263 12.9109 
0.2139 24.0968 19.9315 12.4533 
0.21391 23.4121 20.4368 13.4369 
0.21392 23.2891 19.6556 12.5283 
0.21393 22.983 19.3046 12.2501 
0.21394 22.1508 18.8952 12.1722 
0.21395 23.4409 20.093 12.993 
0.21396 22.5021 18.7536 11.8131 
0.21397 21.5568 18.3269 11.7723 
0.21398 21.8708 18.8544 12.2654 
0.21399 21.4997 18.2663 11.7259 
0.214 21.9289 18.6354 11.9622 
0.21401 20.0187 17.7446 11.8444 
0.21402 21.2655 18.0178 11.5373 
0.21403 20.1582 16.9075 10.7298 
0.21404 20.5847 18.1127 12.008 
0.21405 18.6469 16.5029 11.0098 
0.21406 19.9768 16.9084 10.8242 
0.21407 19.6872 16.9548 11.0319 
0.21408 19.4018 16.3386 10.413 
0.21409 18.3157 16.9135 11.6914 
0.2141 18.7718 15.5108 9.70913 
0.21411 17.9574 15.6632 10.321 
0.21412 18.3178 15.8376 10.3508 
0.21413 17.2192 15.6609 10.7004 
0.21414 17.6134 15.0468 9.7315 
0.21415 16.8509 14.8144 9.83768 
0.21416 17.0667 14.7302 9.62058 
0.21417 15.9712 14.6868 10.1346 
0.21418 16.9374 14.8484 9.83421 
0.21419 15.5957 13.8814 9.3266 
0.2142 15.8655 14.032 9.37379 
0.21421 15.1544 13.0554 8.5273 
0.21422 15.3868 14.3048 9.96101 
0.21423 14.0573 12.8148 8.79643 
0.21424 15.0271 12.9816 8.50059 
0.21425 14.3079 12.3201 8.05024 
0.21426 13.3447 12.3781 8.62187 
0.21427 14.0268 12.5274 8.45352 
0.21428 12.7809 11.9392 8.36772 
0.21429 12.6662 11.1034 7.38685 
0.2143 12.6198 11.3119 7.67017 
0.21431 12.9588 11.5357 7.77248 
