# Force coefficients
# liftDir    : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf    : 4.000000e+01
# lRef       : 1.000000e-02
# Aref       : 6.270000e-08
# CofR       : (-1.000000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        	Cm	Cd	Cl	Cl(f)	Cl(r)
2.500000e-05	3.231296e-07	4.873256e-01	9.735733e-09	3.279975e-07	-3.182617e-07
5.000000e-05	1.940468e-06	4.878086e-01	5.846539e-08	1.969701e-06	-1.911235e-06
7.500000e-05	1.544603e-06	4.882199e-01	4.653812e-08	1.567872e-06	-1.521334e-06
1.000000e-04	1.036903e-06	4.885888e-01	3.124128e-08	1.052523e-06	-1.021282e-06
1.250000e-04	1.312856e-06	4.889286e-01	3.955559e-08	1.332633e-06	-1.293078e-06
1.500000e-04	1.085986e-06	4.892494e-01	3.272007e-08	1.102346e-06	-1.069626e-06
1.750000e-04	-1.265893e-07	4.895590e-01	-3.814256e-09	-1.284964e-07	1.246821e-07
2.000000e-04	1.066102e-06	4.898646e-01	3.212093e-08	1.082162e-06	-1.050041e-06
2.250000e-04	1.278107e-06	4.901722e-01	3.850850e-08	1.297361e-06	-1.258853e-06
2.500000e-04	1.345658e-06	4.904869e-01	4.054379e-08	1.365930e-06	-1.325386e-06
2.750000e-04	1.415076e-06	4.908136e-01	4.263530e-08	1.436394e-06	-1.393758e-06
3.000000e-04	1.018323e-06	4.911570e-01	3.068122e-08	1.033663e-06	-1.002982e-06
