# Force coefficients
# liftDir    : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf    : 4.000000e+01
# lRef       : 1.000000e-02
# Aref       : 6.270000e-08
# CofR       : (-1.000000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        	Cm	Cd	Cl	Cl(f)	Cl(r)
2.500000e-05	1.153262e-07	4.873632e-01	1.153262e-08	1.210925e-07	-1.095599e-07
5.000000e-05	9.854874e-08	4.878452e-01	9.854882e-09	1.034762e-07	-9.362130e-08
7.500000e-05	-4.389383e-10	4.882549e-01	-4.389885e-11	-4.608877e-10	4.169889e-10
1.000000e-04	-2.917924e-08	4.886214e-01	-2.917927e-09	-3.063821e-08	2.772028e-08
1.250000e-04	-2.132887e-08	4.889582e-01	-2.132897e-09	-2.239532e-08	2.026243e-08
1.500000e-04	-6.895994e-08	4.892751e-01	-6.895990e-09	-7.240793e-08	6.551194e-08
1.750000e-04	4.568831e-08	4.895801e-01	4.568875e-09	4.797274e-08	-4.340387e-08
2.000000e-04	7.670477e-08	4.898805e-01	7.670493e-09	8.054002e-08	-7.286952e-08
2.250000e-04	-6.671625e-08	4.901823e-01	-6.671687e-09	-7.005209e-08	6.338040e-08
2.500000e-04	-7.426680e-08	4.904902e-01	-7.426770e-09	-7.798019e-08	7.055342e-08
2.750000e-04	-9.686870e-08	4.908097e-01	-9.686977e-09	-1.017122e-07	9.202521e-08
3.000000e-04	-4.209254e-08	4.911449e-01	-4.209381e-09	-4.419723e-08	3.998785e-08
