Time;Y;Vy;Fy
0.03819341;5.668503e-09;3.374552e-07;3.567743e-07
0.03905183;5.950392e-09;3.192964e-07;-1.685936e-06
0.03991026;6.219817e-09;3.084169e-07;-9.981083e-07
0.04076868;6.482183e-09;3.028483e-07;-4.959857e-07
0.04162711;6.739254e-09;2.96082e-07;-6.077443e-07
0.04248553;6.998105e-09;3.069967e-07;1.061048e-06
0.04334396;7.263342e-09;3.109592e-07;4.065515e-07
0.04420238;7.529752e-09;3.097289e-07;-8.199404e-08
0.04506081;7.797379e-09;3.137952e-07;4.187939e-07
0.04591923;8.063878e-09;3.071003e-07;-5.949384e-07
0.04677766;8.322439e-09;2.953016e-07;-1.0751e-06
0.04762246;8.56674e-09;2.830564e-07;-1.134688e-06
0.04846725;8.804372e-09;2.795152e-07;-2.993978e-07
0.04931205;9.038571e-09;2.749278e-07;-3.985853e-07
0.05015685;9.268071e-09;2.683917e-07;-5.8428e-07
0.05100165;9.488513e-09;2.534827e-07;-1.385673e-06
0.05184645;9.695572e-09;2.367086e-07;-1.563446e-06
0.05269125;9.899176e-09;2.453044e-07;8.688994e-07
0.05353605;1.010305e-08;2.373584e-07;-7.154947e-07
0.05436576;1.030043e-08;2.383971e-07;1.483087e-07
0.05519548;1.051264e-08;2.731325e-07;3.437392e-06
0.05602519;1.073756e-08;2.690125e-07;-3.531292e-07
0.0568549;1.096159e-08;2.710205e-07;2.458817e-07
0.05768462;1.118962e-08;2.786183e-07;7.923704e-07
0.05851433;1.142452e-08;2.876021e-07;9.286865e-07
0.05934404;1.166857e-08;3.006639e-07;1.327727e-06
0.06017376;1.192614e-08;3.202096e-07;1.961572e-06
0.06098654;1.219915e-08;3.515617e-07;3.178611e-06
0.06179932;1.249639e-08;3.798419e-07;2.873916e-06
0.0626121;1.280911e-08;3.89672e-07;1.037444e-06
0.06342488;1.312806e-08;3.951439e-07;6.047679e-07
0.06423766;1.344856e-08;3.935206e-07;-1.005411e-07
0.06505044;1.377142e-08;4.009204e-07;7.997625e-07
0.06586322;1.409439e-08;3.937976e-07;-6.453946e-07
0.0666571;1.440346e-08;3.848375e-07;-8.482155e-07
0.06745098;1.470168e-08;3.664415e-07;-1.80913e-06
0.06824486;1.49861e-08;3.500791e-07;-1.600401e-06
0.06903873;1.525387e-08;3.245007e-07;-2.539026e-06
0.06983261;1.550728e-08;3.139111e-07;-1.009187e-06
0.07062649;1.576108e-08;3.254847e-07;1.252294e-06
0.07139948;1.601667e-08;3.358008e-07;1.153659e-06
0.07217247;1.627907e-08;3.431306e-07;8.420567e-07
0.07294545;1.654138e-08;3.355421e-07;-7.192955e-07
0.07371844;1.680466e-08;3.456566e-07;1.136144e-06
0.07449143;1.706935e-08;3.391869e-07;-5.996917e-07
0.07526441;1.733241e-08;3.414473e-07;3.159293e-07
0.0760374;1.75964e-08;3.415781e-07;9.408264e-08
0.07678623;1.784679e-08;3.271821e-07;-1.474934e-06
0.07753506;1.809293e-08;3.302038e-07;4.094188e-07
0.07828389;1.834244e-08;3.361843e-07;7.304699e-07
0.07903273;1.859105e-08;3.278028e-07;-8.21213e-07
0.07978156;1.883913e-08;3.347663e-07;8.390334e-07
0.08050364;1.908563e-08;3.479768e-07;1.568508e-06
0.08122573;1.934749e-08;3.773116e-07;3.377609e-06
0.08194782;1.961781e-08;3.714067e-07;-5.724086e-07
0.08266991;1.988808e-08;3.771539e-07;7.353166e-07
0.08339199;2.016902e-08;4.009883e-07;2.764616e-06
0.08411408;2.047178e-08;4.375781e-07;4.196151e-06
0.08483617;2.079371e-08;4.540747e-07;1.944652e-06
0.08552543;2.11247e-08;5.063181e-07;6.233201e-06
0.0862147;2.148012e-08;5.249766e-07;2.289748e-06
0.08690396;2.185367e-08;5.589349e-07;4.088621e-06
0.08759323;2.225426e-08;6.034242e-07;5.327406e-06
0.08828249;2.268529e-08;6.472682e-07;5.253519e-06
0.08897176;2.313899e-08;6.691993e-07;2.681577e-06
0.08966102;2.361256e-08;7.049068e-07;4.30195e-06
0.09035029;2.411577e-08;7.552255e-07;6.020483e-06
0.0909936;2.461351e-08;7.921765e-07;4.762611e-06
0.09163692;2.514507e-08;8.603984e-07;8.700555e-06
0.09228023;2.570916e-08;8.932978e-07;4.257572e-06
0.09292354;2.630035e-08;9.446416e-07;6.581549e-06
0.09356686;2.692653e-08;1.002059e-06;7.348732e-06
0.09421017;2.759072e-08;1.062841e-06;7.775142e-06
0.09485349;2.82833e-08;1.090325e-06;3.587663e-06
0.0954968;2.901405e-08;1.181476e-06;1.160356e-05
0.09614012;2.978773e-08;1.22382e-06;5.464475e-06
0.09678343;3.059008e-08;1.270581e-06;6.024072e-06
0.09742674;3.141601e-08;1.29713e-06;3.484047e-06
0.09807006;3.226703e-08;1.348611e-06;6.62568e-06
0.09871337;3.315648e-08;1.416582e-06;8.705073e-06
0.09935669;3.407697e-08;1.445109e-06;3.744882e-06
0.1;3.501725e-08;1.478119e-06;4.313527e-06
0.1005952;3.589272e-08;1.463442e-06;-1.833204e-06
0.1011834;3.677752e-08;1.545062e-06;1.140218e-05
0.1017681;3.767924e-08;1.539245e-06;-6.342081e-07
0.1023494;3.857974e-08;1.559225e-06;2.958616e-06
0.1029238;3.948627e-08;1.59712e-06;5.521014e-06
0.1034949;4.040343e-08;1.615102e-06;2.733471e-06
0.1040592;4.131413e-08;1.612281e-06;-2.16706e-07
0.1046203;4.223649e-08;1.675656e-06;9.337723e-06
0.105178;4.318607e-08;1.729206e-06;7.969593e-06
0.1057293;4.413893e-08;1.727613e-06;-3.297886e-08
0.1062742;4.509925e-08;1.797001e-06;1.051507e-05
0.106816;4.608582e-08;1.84503e-06;7.387535e-06
0.1073516;4.708075e-08;1.87056e-06;4.07409e-06
0.107881;4.808142e-08;1.909689e-06;6.203091e-06
0.1084074;4.910586e-08;1.982592e-06;1.14367e-05
0.1089278;5.014747e-08;2.020417e-06;6.113241e-06
0.1094423;5.119571e-08;2.054076e-06;5.529626e-06
0.1099539;5.22593e-08;2.103609e-06;8.076636e-06
0.1104598;5.333326e-08;2.142328e-06;6.439859e-06
0.1109629;5.44204e-08;2.179979e-06;6.307932e-06
0.1114631;5.553247e-08;2.266413e-06;1.424341e-05
0.1119605;5.667155e-08;2.313738e-06;7.961494e-06
0.1124523;5.781323e-08;2.328721e-06;2.729982e-06
0.1129387;5.895133e-08;2.351185e-06;4.00802e-06
0.1134197;6.008727e-08;2.372011e-06;3.77949e-06
0.113898;6.124047e-08;2.449611e-06;1.341386e-05
0.1143711;6.239904e-08;2.448256e-06;5.253302e-08
0.1148416;6.35579e-08;2.477928e-06;5.396134e-06
0.1153095;6.472222e-08;2.498816e-06;3.909463e-06
0.1157748;6.58876e-08;2.510001e-06;2.246754e-06
0.1162402;6.706136e-08;2.534779e-06;4.617196e-06
0.1167029;6.82306e-08;2.518515e-06;-2.534232e-06
0.1171657;6.941986e-08;2.621317e-06;1.830298e-05
0.1176233;7.061245e-08;2.590486e-06;-5.132252e-06
0.1180785;7.181162e-08;2.679191e-06;1.610808e-05
0.1185286;7.301007e-08;2.645863e-06;-5.661562e-06
0.1189762;7.419415e-08;2.644386e-06;7.168677e-08
0.1194214;7.537181e-08;2.64624e-06;6.814781e-07
0.1198666;7.654679e-08;2.632325e-06;-2.181127e-06
0.1203093;7.770009e-08;2.577694e-06;-9.635774e-06
0.120752;7.883926e-08;2.568445e-06;-1.33111e-06
0.1211948;7.997857e-08;2.578329e-06;2.172982e-06
0.1216375;8.110565e-08;2.513205e-06;-1.153901e-05
0.1220777;8.219682e-08;2.443956e-06;-1.235963e-05
0.122518;8.327146e-08;2.438113e-06;-6.937558e-07
0.1229557;8.432432e-08;2.372177e-06;-1.180956e-05
0.123391;8.536537e-08;2.411195e-06;7.648107e-06
0.1238263;8.639286e-08;2.309859e-06;-1.845381e-05
0.1242616;8.738889e-08;2.26663e-06;-7.640915e-06
0.1246968;8.836233e-08;2.206098e-06;-1.085486e-05
0.1251321;8.930121e-08;2.10783e-06;-1.786955e-05
0.1255674;9.019301e-08;1.989758e-06;-2.154905e-05
0.1260001;9.102539e-08;1.857166e-06;-2.439001e-05
0.1264304;9.179183e-08;1.705758e-06;-2.807242e-05
0.1268606;9.253341e-08;1.741584e-06;7.166288e-06
0.1272883;9.324836e-08;1.601485e-06;-2.609255e-05
0.1277135;9.389587e-08;1.444111e-06;-2.95345e-05
0.1281388;9.449157e-08;1.357749e-06;-1.601058e-05
0.128564;9.505118e-08;1.274366e-06;-1.544063e-05
0.1289892;9.55756e-08;1.192236e-06;-1.519945e-05
0.1294119;9.60499e-08;1.052013e-06;-2.641852e-05
0.129832;9.645968e-08;8.98532e-07;-2.913204e-05
0.1302522;9.679193e-08;6.829729e-07;-4.109251e-05
0.1306699;9.705449e-08;5.743394e-07;-2.061317e-05
0.1310875;9.726505e-08;4.339673e-07;-2.676481e-05
0.1315026;9.74017e-08;2.243427e-07;-4.043532e-05
0.1319178;9.746718e-08;9.114432e-08;-2.552936e-05
0.1323329;9.74771e-08;-4.334296e-08;-2.578057e-05
0.132748;9.742377e-08;-2.136037e-07;-3.27576e-05
0.1331606;9.73128e-08;-3.243204e-07;-2.127833e-05
0.1335732;9.716112e-08;-4.109415e-07;-1.655053e-05
0.1339858;9.695725e-08;-5.772901e-07;-3.219669e-05
0.1343984;9.667979e-08;-7.676985e-07;-3.691916e-05
0.134811;9.631789e-08;-9.865495e-07;-4.250205e-05
0.1352236;9.587915e-08;-1.140222e-06;-2.971357e-05
0.1356388;9.537795e-08;-1.273827e-06;-2.561091e-05
0.136054;9.480981e-08;-1.462675e-06;-3.638477e-05
0.1364693;9.415033e-08;-1.713737e-06;-4.851858e-05
0.1368845;9.342383e-08;-1.785515e-06;-1.356385e-05
0.1373025;9.26239e-08;-2.042052e-06;-4.926376e-05
0.1377205;9.173832e-08;-2.195304e-06;-2.926094e-05
0.1381385;9.0776e-08;-2.40926e-06;-4.102372e-05
0.1385593;8.972689e-08;-2.576694e-06;-3.179775e-05
0.1389801;8.861538e-08;-2.705788e-06;-2.442649e-05
0.1394009;8.743078e-08;-2.924079e-06;-4.159264e-05
0.1398218;8.616585e-08;-3.087555e-06;-3.105223e-05
0.1402456;8.480474e-08;-3.335915e-06;-4.705516e-05
0.1406693;8.336832e-08;-3.442995e-06;-2.007039e-05
0.1410962;8.18786e-08;-3.537209e-06;-1.749065e-05
0.141523;8.032052e-08;-3.763342e-06;-4.252024e-05
0.141953;7.861798e-08;-4.155853e-06;-7.35436e-05
0.142383;7.676622e-08;-4.457386e-06;-5.642082e-05
0.1428162;7.479645e-08;-4.636408e-06;-3.310925e-05
0.1432494;7.274571e-08;-4.83119e-06;-3.606405e-05
0.1436859;7.057927e-08;-5.094218e-06;-4.845306e-05
0.1441259;6.830794e-08;-5.231113e-06;-2.487307e-05
0.1445693;6.594261e-08;-5.436806e-06;-3.724658e-05
0.1450128;6.347527e-08;-5.69119e-06;-4.614756e-05
0.1454598;6.087876e-08;-5.924965e-06;-4.205224e-05
0.1459106;5.818074e-08;-6.046396e-06;-2.153794e-05
0.1463651;5.534635e-08;-6.425232e-06;-6.721942e-05
0.1468235;5.235637e-08;-6.619503e-06;-3.40636e-05
0.147282;4.926986e-08;-6.84637e-06;-3.983464e-05
0.1477444;4.604717e-08;-7.091418e-06;-4.268399e-05
0.148211;4.271835e-08;-7.177907e-06;-1.48042e-05
0.1486775;3.93183e-08;-7.396793e-06;-3.779495e-05
0.1491484;3.578542e-08;-7.609578e-06;-3.641638e-05
0.1496236;3.214999e-08;-7.689459e-06;-1.345227e-05
0.1500989;2.844812e-08;-7.889148e-06;-3.387994e-05
0.1505696;2.46857e-08;-8.095078e-06;-3.529454e-05
0.1510404;2.082659e-08;-8.299923e-06;-3.512533e-05
0.1515112;1.688863e-08;-8.430029e-06;-2.228938e-05
0.1519819;1.287548e-08;-8.619415e-06;-3.2503e-05
0.1524527;8.801582e-09;-8.688075e-06;-1.175853e-05
0.1529189;4.713955e-09;-8.849688e-06;-2.803893e-05
0.153385;5.807087e-10;-8.883807e-06;-5.913921e-06
0.1538512;-3.593875e-09;-9.027042e-06;-2.488498e-05
0.1543126;-7.765636e-09;-9.052491e-06;-4.491043e-06
0.1547741;-1.197767e-08;-9.201577e-06;-2.620136e-05
0.1552356;-1.62622e-08;-9.366699e-06;-2.903415e-05
0.1556924;-2.057662e-08;-9.523813e-06;-2.79334e-05
0.1561492;-2.499206e-08;-9.809063e-06;-5.066543e-05
0.156606;-2.953473e-08;-1.008086e-05;-4.830218e-05
0.157058;-3.411918e-08;-1.020332e-05;-2.208021e-05
0.15751;-3.877871e-08;-1.041305e-05;-3.773422e-05
0.157962;-4.350711e-08;-1.050803e-05;-1.720221e-05
0.158414;-4.825944e-08;-1.05189e-05;-2.157746e-06
0.1588661;-5.299924e-08;-1.045261e-05;1.164064e-05
0.1593181;-5.773681e-08;-1.050905e-05;-1.036478e-05
0.1597701;-6.247565e-08;-1.04582e-05;8.83222e-06
0.1602221;-6.716758e-08;-1.030151e-05;2.77677e-05
0.1606741;-7.182436e-08;-1.030272e-05;-5.364228e-07
0.1611262;-7.648633e-08;-1.032445e-05;-4.23353e-06
0.1615782;-8.112574e-08;-1.020287e-05;2.141378e-05
0.162025;-8.568374e-08;-1.020153e-05;-1.406641e-07
0.1624717;-9.023195e-08;-1.015906e-05;7.291381e-06
0.1629185;-9.473014e-08;-9.977559e-06;3.246634e-05
0.1633599;-9.909459e-08;-9.795814e-06;3.288725e-05
0.1638014;-1.033998e-07;-9.709302e-06;1.540074e-05
0.1642428;-1.076294e-07;-9.452866e-06;4.654654e-05
0.1646843;-1.117642e-07;-9.280093e-06;3.118275e-05
0.1651203;-1.157603e-07;-9.050584e-06;4.209611e-05
0.1655563;-1.196873e-07;-8.963569e-06;1.561675e-05
0.1659923;-1.23531e-07;-8.668092e-06;5.431014e-05
0.1664283;-1.272419e-07;-8.354507e-06;5.765542e-05
0.1668587;-1.307649e-07;-8.015965e-06;6.308976e-05
0.1672891;-1.34173e-07;-7.820759e-06;3.611085e-05
0.1677195;-1.37475e-07;-7.522531e-06;5.547479e-05
0.1681499;-1.406544e-07;-7.251311e-06;5.03793e-05
0.1685803;-1.437156e-07;-6.973506e-06;5.160377e-05
0.1690107;-1.466718e-07;-6.763042e-06;3.892235e-05
0.1694411;-1.495226e-07;-6.484206e-06;5.177058e-05
0.1698715;-1.522621e-07;-6.245628e-06;4.418459e-05
0.1703082;-1.549547e-07;-6.087248e-06;2.866049e-05
0.1707385;-1.574963e-07;-5.725568e-06;6.733118e-05
0.1711688;-1.599191e-07;-5.534864e-06;3.515066e-05
0.1715928;-1.621907e-07;-5.180395e-06;6.694766e-05
0.1720105;-1.642663e-07;-4.756796e-06;8.134598e-05
0.1724283;-1.661805e-07;-4.407342e-06;6.69668e-05
0.1728398;-1.679033e-07;-3.965417e-06;8.617804e-05
0.1732513;-1.694635e-07;-3.617108e-06;6.77518e-05
0.1736566;-1.708364e-07;-3.158036e-06;9.092681e-05
0.1740619;-1.720589e-07;-2.874733e-06;5.580692e-05
0.1744609;-1.731291e-07;-2.488858e-06;7.749734e-05
0.17486;-1.740493e-07;-2.123378e-06;7.33545e-05
0.1752528;-1.748089e-07;-1.74411e-06;7.736977e-05
0.1756456;-1.754464e-07;-1.501729e-06;4.915224e-05
0.1760322;-1.759482e-07;-1.094461e-06;8.448902e-05
0.1764188;-1.763003e-07;-7.269259e-07;7.616546e-05
0.1767991;-1.765217e-07;-4.374408e-07;6.081138e-05
0.1771795;-1.766454e-07;-2.128174e-07;4.700332e-05
0.1775536;-1.766781e-07;3.807227e-08;5.348446e-05
0.1779277;-1.765964e-07;3.986648e-07;7.722647e-05
0.1783018;-1.763962e-07;6.712469e-07;5.81799e-05
0.1786695;-1.761015e-07;9.315026e-07;5.648447e-05
0.1790373;-1.757097e-07;1.199557e-06;5.820291e-05
0.1794051;-1.752031e-07;1.554971e-06;7.743733e-05
0.1797728;-1.745913e-07;1.772214e-06;4.702141e-05
0.180134;-1.739045e-07;2.030693e-06;5.713719e-05
0.1804952;-1.731303e-07;2.256341e-06;4.978141e-05
0.1808499;-1.722891e-07;2.487595e-06;5.200154e-05
0.1811981;-1.713694e-07;2.795327e-06;7.076713e-05
0.1815462;-1.70357e-07;3.01968e-06;5.138293e-05
0.181888;-1.692951e-07;3.195164e-06;4.079416e-05
0.1822297;-1.681657e-07;3.41445e-06;5.117678e-05
0.182565;-1.669871e-07;3.61597e-06;4.789122e-05
0.182894;-1.657457e-07;3.931498e-06;7.689217e-05
0.1832229;-1.64423e-07;4.110067e-06;4.318968e-05
0.1835456;-1.630835e-07;4.193706e-06;2.023505e-05
0.1838682;-1.617068e-07;4.340064e-06;3.598074e-05
0.1841845;-1.603298e-07;4.366583e-06;6.046832e-06
0.1845008;-1.589257e-07;4.511594e-06;3.638314e-05
0.1848171;-1.57481e-07;4.622896e-06;2.776131e-05
0.185127;-1.560438e-07;4.653704e-06;7.328396e-06
0.1854368;-1.545802e-07;4.793183e-06;3.573079e-05
0.1857402;-1.531363e-07;4.725319e-06;-1.881828e-05
0.1860436;-1.516962e-07;4.767947e-06;1.067406e-05
0.186347;-1.50254e-07;4.738511e-06;-8.550055e-06
0.1866504;-1.488232e-07;4.693208e-06;-1.277779e-05
0.1869538;-1.47399e-07;4.695253e-06;-1.359289e-07
0.1872503;-1.460163e-07;4.631243e-06;-1.815392e-05
0.1875468;-1.446464e-07;4.609521e-06;-6.600502e-06
0.1878433;-1.432992e-07;4.477563e-06;-3.669567e-05
0.1881398;-1.419946e-07;4.322411e-06;-4.302292e-05
0.1884291;-1.407731e-07;4.123142e-06;-5.642409e-05
0.1887184;-1.395924e-07;4.039993e-06;-2.391784e-05
0.1890077;-1.384567e-07;3.812221e-06;-6.439131e-05
0.1892969;-1.373977e-07;3.50941e-06;-8.538872e-05
0.1895862;-1.364076e-07;3.335983e-06;-4.917046e-05
0.1898755;-1.35467e-07;3.167144e-06;-4.788209e-05
0.1901648;-1.346015e-07;2.816553e-06;-9.874847e-05
0.190454;-1.338226e-07;2.568871e-06;-6.99417e-05
0.1907433;-1.331222e-07;2.274031e-06;-8.313709e-05
0.1910326;-1.325186e-07;1.898616e-06;-0.0001056865
0.1913218;-1.319906e-07;1.752205e-06;-4.158773e-05
0.1916111;-1.314763e-07;1.803834e-06;1.384412e-05
0.1919004;-1.309751e-07;1.661225e-06;-4.051895e-05
0.1921897;-1.305421e-07;1.332592e-06;-9.258281e-05
0.1924789;-1.302067e-07;9.862435e-07;-9.75398e-05
0.1927682;-1.299836e-07;5.559183e-07;-0.0001210426
0.1930575;-1.298845e-07;1.292349e-07;-0.0001200226
0.1933467;-1.299226e-07;-3.920926e-07;-0.0001465124
0.193636;-1.300949e-07;-7.99344e-07;-0.0001145841
0.1939253;-1.303769e-07;-1.15054e-06;-9.889592e-05
0.1942146;-1.307639e-07;-1.524955e-06;-0.000105396
0.1945038;-1.312676e-07;-1.957766e-06;-0.0001217428
0.1947931;-1.318831e-07;-2.297706e-06;-9.575134e-05
0.1950824;-1.326124e-07;-2.744695e-06;-0.0001257166
0.1953716;-1.334548e-07;-3.079551e-06;-9.433547e-05
0.1956609;-1.344023e-07;-3.471316e-06;-0.0001102674
0.1959502;-1.354732e-07;-3.932532e-06;-0.000129711
0.1962395;-1.366903e-07;-4.482665e-06;-0.0001546035
0.1965287;-1.380521e-07;-4.932568e-06;-0.0001265557
0.196818;-1.395333e-07;-5.307961e-06;-0.0001057077
0.1971073;-1.411451e-07;-5.836123e-06;-0.0001484731
0.1973966;-1.429114e-07;-6.375746e-06;-0.0001516891
0.1976858;-1.448329e-07;-6.909421e-06;-0.0001500326
0.1979751;-1.469019e-07;-7.395819e-06;-0.0001368094
0.1982644;-1.491299e-07;-8.008002e-06;-0.0001720255
0.1985536;-1.515576e-07;-8.777104e-06;-0.000215956
0.1988429;-1.541959e-07;-9.4639e-06;-0.0001929314
0.1991322;-1.570236e-07;-1.008612e-05;-0.0001748684
0.1994215;-1.600264e-07;-1.067491e-05;-0.0001655273
0.1997107;-1.631921e-07;-1.121259e-05;-0.0001512347
0.2;-1.665371e-07;-1.191425e-05;-0.0001971466
0.2003185;-1.705313e-07;-1.316976e-05;-0.0003199629
0.200639;-1.747936e-07;-1.342603e-05;-6.552958e-05
0.2009616;-1.793175e-07;-1.462067e-05;-0.0003006391
0.2012874;-1.842138e-07;-1.543744e-05;-0.0002038215
0.2016153;-1.894032e-07;-1.62101e-05;-0.0001916141
0.2019455;-1.94912e-07;-1.716177e-05;-0.0002342676
0.202279;-2.007929e-07;-1.810397e-05;-0.0002296373
0.2026148;-2.070176e-07;-1.896853e-05;-0.0002093843
0.2029541;-2.136402e-07;-2.006584e-05;-0.0002627935
0.2032946;-2.206158e-07;-2.090496e-05;-0.0002005198
0.2036351;-2.278902e-07;-2.18216e-05;-0.000218985
0.2039757;-2.354918e-07;-2.282642e-05;-0.0002399837
0.2043174;-2.434606e-07;-2.381247e-05;-0.0002347279
0.2046603;-2.517838e-07;-2.472612e-05;-0.0002168376
0.2050033;-2.604139e-07;-2.560282e-05;-0.0002081528
0.2053475;-2.694088e-07;-2.666422e-05;-0.000250892
0.2056929;-2.78778e-07;-2.757927e-05;-0.0002157283
0.2060396;-2.885026e-07;-2.851597e-05;-0.0002200406
0.2063876;-2.986062e-07;-2.955039e-05;-0.0002420149
0.2067369;-3.09095e-07;-3.050552e-05;-0.0002227882
0.2070889;-3.199973e-07;-3.145064e-05;-0.0002188767
0.2074421;-3.312714e-07;-3.237586e-05;-0.0002135443
0.2077968;-3.429288e-07;-3.336832e-05;-0.0002281376
0.2081542;-3.550587e-07;-3.451419e-05;-0.0002612044
0.2085129;-3.67633e-07;-3.558194e-05;-0.0002426247
0.2088731;-3.806635e-07;-3.677263e-05;-0.0002693707
0.2092347;-3.941444e-07;-3.778642e-05;-0.0002287675
0.2095978;-4.080368e-07;-3.874283e-05;-0.0002151309
0.2099638;-4.224212e-07;-3.986015e-05;-0.0002490779
0.2103313;-4.372613e-07;-4.090337e-05;-0.0002318138
0.2107003;-4.525586e-07;-4.200704e-05;-0.0002442048
0.2110708;-4.683315e-07;-4.312757e-05;-0.0002469617
0.2114445;-4.846467e-07;-4.420064e-05;-0.0002347099
0.2118197;-5.014011e-07;-4.510006e-05;-0.0001963364
0.2121966;-5.185813e-07;-4.608056e-05;-0.0002130093
0.2125767;-5.36264e-07;-4.696098e-05;-0.0001899629
0.2129584;-5.543594e-07;-4.783832e-05;-0.0001885779
0.2133436;-5.730895e-07;-4.942575e-05;-0.0003363056
0.2137304;-5.924256e-07;-5.053863e-05;-0.0002355923
0.214119;-6.123307e-07;-5.190558e-05;-0.0002875743
0.2145112;-6.330018e-07;-5.351866e-05;-0.0003359071
0.2149051;-6.543296e-07;-5.475575e-05;-0.000257202
0.2153028;-6.763777e-07;-5.613873e-05;-0.0002846553
0.2157023;-6.990044e-07;-5.71317e-05;-0.0002043972
0.2161037;-7.221928e-07;-5.840072e-05;-0.0002592259
0.216509;-7.461349e-07;-5.974527e-05;-0.0002719746
0.2169163;-7.706654e-07;-6.071661e-05;-0.0001965909
0.2173255;-7.957913e-07;-6.206418e-05;-0.0002701821
0.2177389;-8.217506e-07;-6.353301e-05;-0.0002914133
0.2181544;-8.483838e-07;-6.46777e-05;-0.0002269198
0.218572;-8.757139e-07;-6.621937e-05;-0.0003028802
0.2189917;-9.038071e-07;-6.764262e-05;-0.0002786346
0.2194136;-9.326657e-07;-6.915417e-05;-0.0002942866
0.2198377;-9.62358e-07;-7.085761e-05;-0.0003295311
