Time microphone-A_pFluct microphone-B_pFluct microphone-C_pFluct 
0.0924375 29.9392 29.8417 21.9559 
0.0924475 20.8625 21.1642 15.8666 
0.0924575 23.0622 8.92584 -0.503025 
0.0924675 30.6079 35.308 28.4099 
0.0924775 23.3311 4.40838 -6.26402 
0.0924875 39.348 37.2496 26.2918 
0.0924975 17.0416 13.7833 8.66383 
0.0925075 9.81549 7.82444 4.99764 
0.0925175 24.39 21.2658 14.1618 
0.0925275 31.6063 30.4795 21.8824 
0.0925375 25.7747 18.3265 9.7851 
0.0925475 27.9659 29.1477 22.1129 
0.0925575 9.55536 7.62731 4.88514 
0.0925675 20.6369 18.2839 12.3961 
0.0925775 23.0824 25.5164 20.1265 
0.0925875 14.1872 8.95814 4.1369 
0.0925975 23.1228 25.2363 19.7562 
0.0926075 8.47286 14.8561 14.439 
0.0926175 24.5848 21.4125 14.2381 
0.0926275 8.6045 10.4746 8.91757 
0.0926375 16.2623 24.3913 22.2608 
0.0926475 21.8032 20.0505 13.9841 
0.0926575 13.178 18.6117 16.6677 
0.0926675 2.18733 12.0676 14.2254 
0.0926775 15.4889 14.0023 9.73146 
0.0926875 2.21201 12.8228 15.1507 
0.0926975 21.5994 23.5943 18.4952 
0.0927075 14.6647 28.5841 28.3004 
0.0927175 4.16839 6.97929 6.86122 
0.0927275 14.8467 23.6788 22.1001 
0.0927375 -0.45785 11.41 14.7722 
0.0927475 23.6606 27.2898 22.0185 
0.0927575 -18.0681 -4.18422 4.50156 
0.0927675 12.9952 18.7593 16.9347 
0.0927775 19.62 33.6352 32.0068 
0.0927875 -10.2256 1.09398 6.99696 
0.0927975 8.84075 22.6234 23.8939 
0.0928075 1.64074 11.5945 13.9042 
0.0928175 7.15332 24.2531 26.7943 
0.0928275 12.3663 16.6633 14.6444 
0.0928375 -0.433575 20.9286 26.5905 
0.0928475 2.14162 13.3568 15.8311 
0.0928575 15.8673 19.1283 15.891 
0.0928675 10.8093 34.2849 37.373 
0.0928775 6.29778 24.2496 27.2242 
0.0928875 1.00913 9.8494 12.0477 
0.0928975 13.5861 26.0666 25.7011 
0.0929075 27.6169 37.7574 32.9677 
0.0929175 -10.0134 15.9481 25.3495 
0.0929275 15.8523 34.243 34.6935 
0.0929375 24.3532 24.6757 18.377 
0.0929475 33.5064 44.4622 38.2478 
0.0929575 9.71812 19.6174 19.6722 
0.0929675 7.97606 31.0679 34.8221 
0.0929775 21.8779 39.0493 37.5392 
0.0929875 -1.60686 21.4241 27.7889 
0.0929975 35.7887 42.0288 34.0259 
0.0930075 20.1881 28.6454 25.4643 
0.0930175 28.6167 45.8279 42.4703 
0.0930275 26.2218 23.88 16.401 
0.0930375 38.6071 46.0741 37.5911 
0.0930475 37.3931 46.6374 38.9201 
0.0930575 23.5853 33.3718 29.5749 
0.0930675 17.0781 27.0507 25.0836 
0.0930775 30.616 41.1084 35.5511 
0.0930875 32.7691 24.955 14.3331 
0.0930975 42.7026 48.4516 38.4161 
0.0931075 32.3182 34.0016 25.8215 
0.0931175 11.8385 37.3579 40.6203 
0.0931275 25.9206 28.1735 21.8848 
0.0931375 29.2921 34.775 28.3488 
0.0931475 19.1745 25.8978 22.5503 
0.0931575 41.0015 32.7773 19.7865 
0.0931675 42.0876 40.5444 28.887 
0.0931775 38.7156 33.8247 22.2742 
0.0931875 42.0907 40.6391 29.0018 
0.0931975 -0.378614 26.6926 33.6781 
0.0932075 46.4259 30.0868 13.6195 
0.0932175 43.1729 44.5095 33.2528 
0.0932275 18.8901 28.0482 25.3658 
0.0932375 31.5822 22.7291 12.1621 
0.0932475 44.7618 33.4194 18.6268 
0.0932575 25.666 26.422 19.8259 
0.0932675 27.8016 29.8612 22.9967 
0.0932775 25.3411 29.6541 24.0145 
0.0932875 53.1521 43.9679 27.3969 
0.0932975 17.6333 43.3554 45.0593 
0.0933075 49.8045 34.9554 17.9162 
0.0933175 22.0406 21.3341 15.3696 
0.0933275 33.3579 21.5811 9.80571 
0.0933375 48.292 37.8013 22.2413 
0.0933475 48.7449 36.3944 20.2557 
0.0933575 7.40175 16.257 16.6455 
0.0933675 59.9383 44.4567 24.4799 
0.0933775 7.36694 9.62366 8.40879 
0.0933875 52.503 41.2199 24.3088 
0.0933975 30.9785 28.2347 19.317 
0.0934075 47.545 48.2166 35.5858 
0.0934175 28.352 28.2455 20.6912 
0.0934275 35.3714 24.0787 11.8645 
0.0934375 18.7395 24.4054 20.8987 
0.0934475 64.3533 51.3213 30.7268 
0.0934575 35.1387 28.2173 17.1334 
0.0934675 45.6352 36.8947 22.4853 
0.0934775 31.2334 32.9131 25.0016 
0.0934875 45.7616 30.8575 14.9065 
0.0934975 42.4677 35.1334 21.9358 
0.0935075 39.2244 34.4255 22.737 
0.0935175 61.1009 53.4347 35.0409 
0.0935275 30.4502 27.2092 18.3082 
0.0935375 43.9685 29.6317 14.3094 
0.0935475 44.291 39.5831 26.5245 
0.0935575 48.1589 30.709 13.4758 
0.0935675 48.1009 42.2011 27.8055 
0.0935775 24.7944 22.0965 14.8793 
0.0935875 48.5619 39.4283 24.1153 
0.0935975 54.0458 41.2778 23.5714 
0.0936075 56.4925 43.1726 24.6597 
0.0936175 42.6524 34.034 20.4682 
0.0936275 60.8041 45.8784 25.7896 
0.0936375 33.9571 33.7744 24.6553 
0.0936475 60.5177 42.2762 21.455 
0.0936575 44.5132 39.6043 26.4329 
0.0936675 39.4524 27.8599 14.4441 
0.0936775 58.8438 49.4705 31.2746 
0.0936875 50.6357 46.4736 31.8031 
0.0936975 61.8649 40.3652 18.3766 
0.0937075 49.4477 38.0965 21.9955 
0.0937175 28.1404 24.4357 16.0505 
0.0937275 63.3994 51.4498 31.3728 
0.0937375 69.8656 55.5337 33.0996 
0.0937475 53.3327 40.012 22.3622 
0.0937575 40.2258 30.7313 17.6136 
0.0937675 65.0658 52.3433 31.6191 
0.0937775 51.8753 43.1489 27.0208 
0.0937875 62.1453 45.4386 24.5419 
0.0937975 59.1209 50.0377 31.8333 
0.0938075 48.7077 34.952 18.4638 
0.0938175 76.2757 56.7244 31.254 
0.0938275 44.1755 35.7325 21.786 
0.0938375 65.9983 58.2475 38.4801 
0.0938475 68.8352 49.6409 26.2987 
0.0938575 60.3246 56.7099 39.5093 
0.0938675 42.6357 32.4987 18.5588 
0.0938775 75.8756 56.6214 31.331 
0.0938875 55.9997 52.5281 36.5482 
0.0938975 49.0933 35.2285 18.6044 
0.0939075 56.9613 59.3632 44.5531 
0.0939175 99.5021 73.485 40.0553 
0.0939275 66.309 53.0365 31.8304 
0.0939375 74.3422 56.4965 31.968 
0.0939475 47.6578 50.0485 37.787 
0.0939575 63.0093 51.0733 31.0975 
0.0939675 76.5571 65.3147 41.7893 
0.0939775 91.3961 74.6322 45.6845 
0.0939875 47.3358 50.9116 39.0248 
0.0939975 72.3684 59.4823 36.7021 
0.0940075 82.8373 69.5694 43.8219 
0.0940175 64.6904 54.7762 34.8279 
0.0940275 84.4919 68.9331 42.1704 
0.0940375 68.3179 65.0492 45.7274 
0.0940475 85.5615 67.4882 39.8158 
0.0940575 59.0404 52.1322 34.4658 
0.0940675 92.2542 76.5931 47.6717 
0.0940775 85.5676 64.0881 35.5799 
0.0940875 70.4798 60.7559 39.2604 
0.0940975 91.8081 75.3358 46.3371 
0.0941075 83.9109 63.1804 35.3083 
0.0941175 60.4674 62.1888 46.2355 
0.0941275 94.0474 83.4576 55.2788 
0.0941375 79.6844 62.9894 37.2602 
0.0941475 71.3463 51.946 27.8439 
0.0941575 66.3402 64.1047 45.5696 
0.0941675 79.6265 65.9419 40.9621 
0.0941775 85.2571 61.3573 32.3361 
0.0941875 91.9098 69.3055 38.7749 
0.0941975 76.5398 62.525 38.3111 
0.0942075 82.7128 55.1696 25.9563 
0.0942175 68.1586 62.3364 42.424 
0.0942275 79.8307 63.3718 37.6566 
0.0942375 83.8315 59.6333 30.929 
0.0942475 72.6265 58.6625 35.5338 
0.0942575 84.2782 59.4136 30.4238 
0.0942675 71.0278 64.3083 43.3879 
0.0942775 88.6892 65.749 36.0178 
0.0942875 63.6254 57.0251 38.1645 
0.0942975 57.5908 42.959 23.7919 
0.0943075 85.8645 71.8266 45.0442 
0.0943175 57.2288 44.2982 25.6451 
0.0943275 95.6296 72.4296 40.7279 
0.0943375 57.8236 48.2992 30.3146 
0.0943475 77.3701 63.2682 38.8 
0.0943575 77.0679 49.0503 21.2653 
0.0943675 67.0795 62.484 43.1625 
0.0943775 88.6134 58.6966 27.2783 
0.0943875 65.9792 58.5987 38.8984 
0.0943975 67.2713 50.5885 28.2604 
0.0944075 90.4167 66.6664 36.259 
0.0944175 60.8612 53.0382 34.6335 
0.0944275 71.7929 51.5398 27.0978 
0.0944375 81.0153 59.9967 32.8365 
0.0944475 49.5153 42.9468 27.962 
0.0944575 90.4387 59.5708 27.4177 
0.0944675 70.0429 58.8437 37.0938 
0.0944775 59.9466 43.2782 22.9628 
0.0944875 82.6362 60.5366 32.667 
0.0944975 73.2721 56.7985 32.8734 
0.0945075 87.3265 68.0035 39.5247 
0.0945175 52.8808 43.7257 27.1845 
0.0945275 64.1825 43.7983 21.4118 
0.0945375 92.0732 70.0631 39.6245 
0.0945475 70.1058 49.5212 25.4601 
0.0945575 58.6203 42.51 22.6944 
0.0945675 77.8907 54.6604 27.8166 
0.0945775 57.9724 44.4245 25.4131 
0.0945875 83.2062 59.8449 31.5104 
0.0945975 87.2171 60.2362 29.9168 
0.0946075 64.1296 58.1803 39.3356 
0.0946175 63.1562 124.966 122.939 
0.0946275 94.4882 50.5557 14.0924 
0.0946375 37.7261 -21.2404 -45.7957 
0.0946475 80.2222 56.3178 28.6676 
0.0946575 39.8088 10.3837 -7.52223 
0.0946675 83.5395 44.474 12.2123 
0.0946775 78.0893 56.6819 30.2313 
0.0946875 61.0154 42.4301 21.3553 
0.0946975 47.0285 26.8382 9.21064 
0.0947075 68.3109 35.3033 8.7042 
0.0947175 48.3788 40.4515 25.4509 
0.0947275 61.0481 36.5884 14.0718 
0.0947375 62.9011 47.953 27.252 
0.0947475 59.4764 44.4027 24.611 
0.0947575 46.2661 27.5992 10.5554 
0.0947675 80.2332 58.512 31.3998 
0.0947775 52.3113 32.6566 13.713 
0.0947875 51.0435 43.0524 27.3064 
0.0947975 64.2485 40.5935 17.3964 
0.0948075 42.7781 38.1225 25.4599 
0.0948175 62.5527 42.8213 21.0481 
0.0948275 49.673 36.6589 20.0619 
0.0948375 62.456 50.283 30.383 
0.0948475 52.501 38.1442 20.4425 
0.0948575 62.952 50.9855 30.9993 
0.0948675 39.9303 28.1217 14.4924 
0.0948775 57.819 45.6313 26.9996 
0.0948875 66.3519 48.7855 26.4976 
0.0948975 48.3929 43.1673 28.8232 
0.0949075 65.4979 53.8382 33.2269 
0.0949175 47.2162 38.2892 23.3625 
0.0949275 54.1264 38.6299 20.2015 
0.0949375 66.2819 53.3275 32.1838 
0.0949475 46.094 44.346 31.4803 
0.0949575 50.4165 39.5678 23.2916 
0.0949675 66.4722 51.3164 29.5811 
0.0949775 44.0001 31.344 16.3869 
0.0949875 74.19 60.2741 36.7232 
0.0949975 56.9663 38.43 18.4773 
0.0950075 60.0514 54.5316 36.9119 
0.0950175 38.89 36.1271 24.9881 
0.0950275 64.5163 52.2361 31.7379 
0.0950375 61.4099 40.3324 18.5374 
0.0950475 38.8333 42.3793 32.7961 
0.0950575 54.5528 36.9426 17.8758 
0.0950675 61.4544 42.1198 20.7376 
0.0950775 49.0768 41.7507 26.6994 
0.0950875 44.0954 29.5446 14.0952 
0.0950975 60.1985 62.3161 46.5188 
0.0951075 65.8657 42.1614 18.4995 
0.0951175 37.5369 32.9841 21.7762 
0.0951275 63.7621 44.8445 22.9292 
0.0951375 52.8228 46.3696 30.5017 
0.0951475 23.8551 18.7535 11.1657 
0.0951575 66.8297 57.5098 37.0963 
0.0951675 51.2654 32.2748 13.77 
0.0951775 52.7849 41.1423 24.0158 
0.0951875 32.4099 35.5119 27.5792 
0.0951975 51.8016 25.4202 4.96198 
0.0952075 41.0675 38.2169 26.4539 
0.0952175 77.1521 47.4603 19.2359 
0.0952275 44.7919 89.0693 87.7963 
0.0952375 30.324 -19.0028 -39.1748 
0.0952475 60.3277 54.3439 36.5276 
0.0952575 26.7731 -1.56105 -15.628 
0.0952675 45.1365 37.0451 22.8846 
0.0952775 52.0135 44.828 29.001 
0.0952875 29.8836 24.5372 15.2328 
0.0952975 39.1707 25.7697 11.9485 
0.0953075 53.277 27.6258 6.94066 
0.0953175 31.6944 30.7206 21.9882 
0.0953275 20.7886 3.03469 -6.80401 
0.0953375 37.9715 30.3774 18.3053 
0.0953475 53.9031 42.5883 25.2345 
0.0953575 34.3753 17.1702 3.73697 
0.0953675 39.4421 27.0292 13.3765 
0.0953775 39.5374 26.3922 12.5347 
0.0953875 31.0074 11.4873 -1.58595 
0.0953975 16.3469 7.98296 1.65964 
0.0954075 39.8352 33.12 20.753 
0.0954175 32.8238 15.2835 2.19628 
0.0954275 49.8575 32.3544 14.6017 
0.0954375 20.3255 14.5484 7.76611 
0.0954475 35.7729 19.4362 5.83475 
0.0954575 26.1582 12.2488 1.87965 
0.0954675 37.1756 20.0985 5.93233 
0.0954775 28.0367 17.5014 7.44213 
0.0954875 33.6942 26.324 15.4853 
0.0954975 30.5813 12.6194 0.0476815 
0.0955075 24.6274 7.3539 -3.41459 
0.0955175 15.3232 -23.6327 -37.143 
0.0955275 39.6115 55.5267 48.7567 
0.0955375 18.977 13.6416 7.34197 
0.0955475 17.2723 4.16154 -3.56961 
0.0955575 53.5277 30.9951 11.0121 
0.0955675 17.8831 12.0102 5.88077 
0.0955775 20.1362 13.9274 7.09761 
0.0955875 35.3726 18.107 4.39451 
0.0955975 6.60423 0.667162 -2.38147 
0.0956075 35.1156 20.3324 7.29777 
0.0956175 8.3396 0.893651 -2.99908 
0.0956275 22.4483 14.8119 7.00067 
0.0956375 26.11 13.8088 3.85319 
0.0956475 9.37561 0.279196 -4.30009 
0.0956575 16.3658 9.3477 3.35806 
0.0956675 16.0282 4.51715 -2.47719 
0.0956775 3.3779 9.44492 10.2171 
0.0956875 19.7563 8.65191 0.73359 
0.0956975 14.8564 12.5519 8.12839 
0.0957075 5.33628 0.160254 -2.35189 
0.0957175 24.7411 15.5926 6.78426 
0.0957275 14.1732 6.00842 0.341124 
0.0957375 -5.17273 -7.22028 -6.08315 
0.0957475 12.778 10.7211 6.92926 
0.0957575 7.56147 5.65186 3.32759 
0.0957675 14.6827 7.92646 2.46364 
0.0957775 11.6696 7.71778 3.76714 
0.0957875 7.05371 3.63106 1.07659 
0.0957975 11.5728 9.53264 6.07555 
0.0958075 0.27821 6.49812 8.15858 
0.0958175 5.39514 4.16912 2.60562 
0.0958275 17.1474 13.4093 8.00639 
0.0958375 -11.0202 -10.3797 -6.9822 
0.0958475 11.9265 8.25176 4.29712 
0.0958575 -4.35377 -2.45544 -0.580366 
0.0958675 7.6835 9.58557 8.15753 
0.0958775 -1.13677 3.46726 5.11966 
0.0958875 15.0727 7.95717 2.29727 
0.0958975 8.81357 5.9954 3.1033 
0.0959075 12.9578 20.4441 18.9315 
0.0959175 -20.9347 -24.0208 -18.8145 
0.0959275 5.57569 16.4192 17.7523 
0.0959375 5.76964 12.2015 12.4026 
0.0959475 1.48559 -0.878397 -1.65091 
0.0959575 7.49517 -0.689257 -4.53302 
0.0959675 -15.5179 -8.68793 -2.5473 
0.0959775 10.0562 7.07892 3.8043 
0.0959875 -16.5864 1.1048 10.1913 
0.0959975 15.8571 10.2256 4.70905 
0.0960075 0.0958492 7.37553 9.33871 
0.0960175 -0.748325 0.516343 1.24112 
0.0960275 12.976 12.547 9.09094 
0.0960375 -8.69644 2.82111 8.23122 
0.0960475 -4.53682 -0.513018 1.92392 
0.0960575 -4.5176 0.735164 3.46657 
0.0960675 -14.0849 -4.43433 1.99673 
0.0960775 3.05489 3.23412 2.64655 
0.0960875 -6.42053 4.24822 8.82339 
0.0960975 11.0756 9.34767 6.09159 
0.0961075 -6.5745 4.97361 9.80461 
0.0961175 -1.6424 7.92299 10.9149 
0.0961275 7.38755 5.68826 3.44911 
0.0961375 -7.0207 6.66927 12.1437 
0.0961475 -4.553 7.50612 11.9036 
0.0961575 4.54306 17.798 19.9898 
0.0961675 -3.91316 -4.56298 -3.44819 
0.0961775 -8.71112 0.735609 5.63347 
0.0961875 -5.9768 -1.85212 0.99443 
0.0961975 -10.8783 -0.358941 5.39456 
0.0962075 23.5111 39.1859 36.7592 
0.0962175 -16.7804 -0.318648 8.50346 
0.0962275 -12.5991 -9.39709 -4.96303 
0.0962375 0.675748 13.8864 17.1215 
0.0962475 -6.41987 -1.97687 1.06272 
0.0962575 -3.29529 9.9127 14.2353 
0.0962675 4.56488 17.1635 19.1786 
0.0962775 -7.08282 -1.3762 2.15085 
0.0962875 -5.15651 6.29049 10.6905 
0.0962975 0.939635 10.5683 12.8498 
0.0963075 -7.35774 8.73476 14.8715 
0.0963175 -6.43069 4.41517 9.01439 
0.0963275 5.54588 15.9314 17.13 
0.0963375 -7.78706 8.83368 15.2135 
0.0963475 -1.29284 12.8174 16.8 
0.0963575 7.72983 19.6682 20.6423 
0.0963675 -12.7484 2.06272 9.35779 
0.0963775 -10.903 -5.16694 -0.596459 
0.0963875 -3.18663 10.4613 14.846 
0.0963975 -2.81479 21.8643 28.8403 
0.0964075 -8.60302 1.63643 6.67154 
0.0964175 -6.17122 8.78353 14.302 
0.0964275 1.27138 8.20676 9.72212 
0.0964375 -0.641985 18.3248 23.3034 
0.0964475 -13.4821 2.88883 10.7557 
0.0964575 -0.341098 16.8971 21.3676 
0.0964675 0.555932 15.8666 19.6182 
0.0964775 -19.2149 0.079825 10.2295 
0.0964875 3.54969 16.3206 18.627 
0.0964975 -11.1184 5.27868 12.4953 
0.0965075 9.56491 21.859 22.395 
0.0965175 -6.50985 15.9165 23.3381 
0.0965275 -12.1042 0.347147 6.86544 
0.0965375 3.80125 26.3698 30.9928 
0.0965475 -3.86935 2.69437 5.51086 
0.0965575 -4.64713 19.3145 26.5935 
0.0965675 -4.55375 13.2629 19.013 
0.0965775 -11.1902 4.09991 11.0526 
0.0965875 -0.889536 11.5503 14.9782 
0.0965975 -9.86004 11.5368 19.6134 
0.0966075 2.65174 18.7915 22.148 
0.0966175 -25.8334 -4.9272 7.41009 
0.0966275 -22.9494 -3.97898 7.09229 
0.0966375 27.8531 48.2288 45.6982 
0.0966475 -17.5132 -6.74929 0.821253 
0.0966575 0.577191 21.9023 27.0866 
0.0966675 -22.5049 -3.8739 6.98544 
0.0966775 4.39594 24.3954 28.2042 
0.0966875 -1.95718 19.3197 25.1821 
0.0966975 -24.4662 -9.53355 0.955026 
0.0967075 4.23865 26.5693 30.9854 
0.0967175 -10.8593 5.19205 12.2159 
0.0967275 -23.3897 -2.52782 9.10881 
0.0967375 -6.23803 9.29295 14.9182 
0.0967475 -5.80894 15.747 22.7248 
0.0967575 -13.9312 11.0617 21.1063 
0.0967675 -23.8739 3.22657 16.5128 
0.0967775 -5.34392 9.75787 15.0251 
0.0967875 -11.9567 0.700654 7.18424 
0.0967975 -13.9942 4.55503 13.0359 
0.0968075 -14.9871 10.2009 20.5745 
0.0968175 -12.6254 7.47363 15.9538 
0.0968275 -2.21471 6.59891 9.46316 
0.0968375 -26.9806 4.09069 19.1883 
0.0968475 -30.1746 -15.8103 -3.91943 
0.0968575 -10.596 0.108266 5.73051 
0.0968675 -34.6761 -10.9418 4.47159 
0.0968775 4.46944 17.2607 19.2554 
0.0968875 -29.3793 -4.39495 9.86707 
0.0968975 -19.0464 -5.6605 2.93053 
0.0969075 -14.3933 -8.28767 -2.75317 
0.0969175 -12.2225 14.1018 23.9789 
0.0969275 -0.0671224 15.6081 19.5455 
0.0969375 -36.4261 -25.7438 -13.0483 
0.0969475 -5.91404 -0.676274 2.31431 
0.0969575 -31.1453 -0.914253 15.1062 
0.0969675 9.98148 17.0042 16.0654 
0.0969775 -38.5962 -20.5887 -5.51233 
0.0969875 -2.42245 0.800266 2.3357 
0.0969975 0.888029 8.36177 10.0266 
0.0970075 -20.5412 -8.97543 -0.430193 
0.0970175 -30.7178 -18.2162 -6.64995 
0.0970275 -3.74165 4.87745 8.09066 
0.0970375 -17.3423 -7.18213 0.139642 
0.0970475 -29.2451 -20.5318 -10.2972 
0.0970575 -28.1307 -9.09641 3.35321 
0.0970675 2.42492 -6.01666 -8.66634 
0.0970775 1.38706 11.0515 13.11 
0.0970875 -36.2449 -20.2408 -6.30581 
0.0970975 -20.3342 -18.68 -12.618 
0.0971075 -11.5582 -1.0303 4.79068 
0.0971175 -3.24307 1.9588 4.19579 
0.0971275 -39.2143 -31.0907 -18.2676 
0.0971375 -5.21425 2.1349 5.43695 
0.0971475 -37.7248 -23.8455 -10.0258 
0.0971575 1.89963 2.63096 2.3628 
0.0971675 -16.817 -13.184 -7.60646 
0.0971775 -13.9304 -9.94223 -5.07029 
0.0971875 2.04681 8.54692 9.64713 
0.0971975 -42.9978 -37.8672 -24.7389 
0.0972075 -25.3145 -13.9066 -4.09809 
0.0972175 1.65026 2.5321 2.36793 
0.0972275 -34.7588 -22.3637 -9.72256 
0.0972375 -14.9771 -6.45944 -0.195353 
0.0972475 -21.3212 -20.5963 -14.4951 
0.0972575 -21.4344 -18.5244 -11.858 
0.0972675 -28.2861 -21.5433 -12.0599 
0.0972775 -11.5212 -2.87203 2.47559 
0.0972875 -14.3779 -11.487 -6.76251 
0.0972975 -49.7298 -41.4105 -25.6571 
0.0973075 -40.0476 -32.3882 -19.4531 
0.0973175 -15.3764 -4.64915 2.26401 
0.0973275 -40.8032 -32.7136 -19.4666 
0.0973375 -27.4461 -44.6374 -41.2318 
0.0973475 -17.5357 -9.93288 -3.18886 
0.0973575 -24.5251 -7.63457 3.2964 
0.0973675 -52.3707 -43.0597 -26.3384 
0.0973775 -33.688 -28.7945 -18.28 
0.0973875 -49.315 -45.4843 -30.9401 
0.0973975 -15.7807 -9.30163 -3.31383 
0.0974075 -50.8509 -46.718 -31.6779 
0.0974175 -14.8157 -7.66624 -1.77912 
0.0974275 -53.3735 -44.2954 -27.3547 
0.0974375 -51.4256 -54.8844 -41.5403 
0.0974475 -20.995 -22.8185 -17.4258 
0.0974575 -51.7484 -47.5683 -32.2677 
0.0974675 -25.4275 -26.2229 -19.361 
0.0974775 -56.6592 -48.9135 -31.3926 
0.0974875 -41.6229 -46.7567 -36.5084 
0.0974975 -40.2777 -34.7698 -22.2898 
0.0975075 -38.0889 -41.8433 -32.2262 
0.0975175 -46.2851 -41.6067 -27.6788 
0.0975275 -49.6748 -47.6096 -33.3892 
0.0975375 -34.7721 -44.6384 -37.4219 
0.0975475 -46.4511 -40.6013 -26.3385 
0.0975575 -32.4574 -44.485 -38.4295 
0.0975675 -55.7022 -55.5615 -40.1519 
0.0975775 -37.6002 -45.058 -36.4716 
0.0975875 -46.0532 -45.1938 -32.2542 
0.0975975 -34.8894 -41.262 -33.152 
0.0976075 -43.4551 -46.5386 -35.2728 
0.0976175 -49.9223 -48.5782 -34.4545 
0.0976275 -39.3869 -50.2101 -41.9491 
0.0976375 -54.9985 -67.688 -55.5962 
0.0976475 -24.2694 -22.7927 -15.6722 
0.0976575 -68.5055 -75.2182 -57.9562 
0.0976675 -43.9754 -47.6571 -36.3853 
0.0976775 -41.0577 -42.3686 -31.3171 
0.0976875 -53.2963 -63.6405 -51.4354 
0.0976975 -46.7182 -47.392 -34.6281 
0.0977075 -52.6628 -61.5635 -49.1763 
0.0977175 -62.6076 -67.7904 -51.7636 
0.0977275 -20.6646 -29.5681 -25.9601 
0.0977375 -58.6509 -54.8834 -37.7529 
0.0977475 -40.0156 -54.3934 -46.809 
0.0977575 -59.4396 -67.8014 -53.4141 
0.0977675 -24.5675 -25.1101 -18.3818 
0.0977775 -50.7033 -65.0152 -54.4763 
0.0977875 -65.5418 -60.4723 -41.1239 
0.0977975 -32.6748 -44.0249 -37.7072 
0.0978075 -51.7475 -57.372 -44.4191 
0.0978175 -29.1722 -35.2793 -28.6387 
0.0978275 -59.8358 -68.0489 -53.5053 
0.0978375 -43.9582 -53.7178 -43.9078 
0.0978475 -41.4593 -47.2157 -37.1117 
0.0978575 -49.0276 -64.2407 -54.368 
0.0978675 -41.7876 -51.404 -42.1487 
0.0978775 -45.8426 -49.1499 -37.2387 
0.0978875 -28.0933 -42.4017 -38.0479 
0.0978975 -68.3812 -65.8091 -46.2722 
0.0979075 -30.2053 -43.2825 -38.0449 
0.0979175 -59.9946 -62.0594 -45.9536 
0.0979275 -44.4285 -58.9003 -50.0962 
0.0979375 -22.6096 -26.1767 -20.695 
0.0979475 -77.6186 -84.448 -64.664 
0.0979575 -21.5584 -35.3438 -32.6434 
0.0979675 -47.1391 -48.8599 -36.1895 
0.0979775 -42.7258 -56.3838 -47.8395 
0.0979875 -35.5191 -54.0195 -48.6338 
0.0979975 -63.0669 -61.0994 -43.1504 
0.0980075 -46.7559 -49.2162 -36.8243 
0.0980175 -54.8038 -54.8766 -39.6913 
0.0980275 -35.1881 -42.4587 -34.4142 
0.0980375 -32.2225 -47.9762 -42.8164 
0.0980475 -56.6858 -54.5068 -38.2499 
0.0980575 -46.9581 -57.5876 -47.1283 
0.0980675 -36.2639 -39.3141 -29.9366 
0.0980775 -50.4977 -58.8402 -46.8476 
0.0980875 -39.639 -50.435 -42.0202 
0.0980975 -63.7759 -64.7675 -47.331 
0.0981075 -40.0487 -45.0283 -35.0767 
0.0981175 -46.6663 -50.456 -38.3961 
0.0981275 -50.5501 -48.6922 -34.1853 
0.0981375 -43.8596 -61.9892 -54.2001 
0.0981475 -44.8176 -47.9039 -36.1746 
0.0981575 -50.6204 -49.4199 -35.0493 
0.0981675 -51.631 -61.3233 -49.3352 
0.0981775 -14.6475 -27.0722 -25.9002 
0.0981875 -61.7545 -61.1619 -43.8793 
0.0981975 -34.1608 -43.0957 -35.7127 
0.0982075 -46.6072 -55.6057 -44.8204 
0.0982175 -39.9075 -44.0231 -33.882 
0.0982275 -20.488 -35.3201 -33.1255 
0.0982375 -36.4053 -44.0816 -35.7684 
0.0982475 -44.0693 -52.9334 -42.8053 
0.0982575 -30.9491 -44.4451 -39.0477 
0.0982675 -69.1806 -66.3397 -46.4563 
0.0982775 -12.1929 -30.4321 -31.3379 
0.0982875 -58.6335 -49.4835 -30.9505 
0.0982975 -35.2154 -36.1296 -26.4819 
0.0983075 -29.333 -48.9598 -45.4969 
0.0983175 -56.6697 -54.902 -38.7076 
0.0983275 -10.4928 -19.7128 -18.8752 
0.0983375 -37.7142 -54.2334 -47.7064 
0.0983475 -59.4581 -60.4148 -44.116 
0.0983575 -16.5764 -29.3501 -27.706 
0.0983675 -25.3732 -33.6474 -28.4881 
0.0983775 -50.3442 -55.2768 -42.4462 
0.0983875 -22.3279 -39.4894 -37.334 
0.0983975 -37.8617 -47.9146 -39.7572 
0.0984075 -62.7795 -58.4731 -39.9672 
0.0984175 2.35867 -15.7525 -20.5998 
0.0984275 -47.6947 -49.649 -36.8099 
0.0984375 -39.1759 -50.7675 -42.6195 
0.0984475 -32.3659 -42.2505 -35.5527 
0.0984575 -22.1112 -33.7862 -30.3387 
0.0984675 -33.5501 -47.025 -40.8759 
0.0984775 -43.5416 -49.4352 -38.6899 
0.0984875 -27.4249 -40.9558 -36.498 
0.0984975 -29.2381 -42.2923 -37.2186 
0.0985075 -56.4831 -52.2846 -35.5167 
0.0985175 -16.1098 -38.381 -39.1591 
0.0985275 -54.6472 -52.9387 -37.2796 
0.0985375 -31.0265 -55.3127 -52.4855 
0.0985475 -32.3705 -25.0679 -14.1526 
0.0985575 -43.0277 -49.5951 -39.1426 
