5.99952e-06;-1.796869e-13;-5.990042e-08
1.319851e-05;-7.495737e-13;-9.842363e-08
2.183668e-05;-1.435004e-12;-6.027439e-08
3.220141e-05;-2.01917e-12;-5.244763e-08
4.463831e-05;-2.645064e-12;-4.820346e-08
5.956147e-05;-3.281009e-12;-3.702574e-08
7.746874e-05;-3.912355e-12;-3.348712e-08
9.895283e-05;-4.573878e-12;-2.809547e-08
0.0001247271;-5.253038e-12;-2.460516e-08
0.0001556482;-5.962813e-12;-2.130358e-08
0.0001927513;-6.704589e-12;-1.868104e-08
0.0002372684;-7.479636e-12;-1.613917e-08
0.0002906745;-8.283258e-12;-1.395553e-08
0.0003547551;-9.114954e-12;-1.200231e-08
0.0004316418;-9.98391e-12;-1.06012e-08
0.0005238348;-1.088423e-11;-8.929907e-09
0.0006343638;-1.178709e-11;-7.407279e-09
0.0007668514;-1.267671e-11;-6.022194e-09
0.0009256244;-1.354916e-11;-4.967747e-09
0.001115786;-1.436163e-11;-3.577194e-09
0.00134363;-1.499404e-11;-1.974114e-09
0.001616916;-1.530352e-11;-2.907028e-10
0.001943771;-1.512155e-11;1.404164e-09
0.002334433;-1.425083e-11;3.05345e-09
0.002801732;-1.225192e-11;5.501694e-09
0.003357151;-8.788643e-12;6.969136e-09
0.00399717;-3.851294e-12;8.459543e-09
0.004724464;2.602661e-12;9.288184e-09
0.005538785;1.049615e-11;1.009831e-08
0.0064216;1.955129e-11;1.041571e-08
0.007304415;2.816655e-11;9.101765e-09
0.00818723;3.639145e-11;9.531368e-09
0.009070045;4.44447e-11;8.712897e-09
0.00995286;5.176474e-11;7.870317e-09
0.01083568;5.859998e-11;7.614602e-09
0.01171849;6.472054e-11;6.251253e-09
0.01260131;6.928893e-11;4.098188e-09
0.01348412;7.307217e-11;4.472584e-09
0.01436694;7.652796e-11;3.356337e-09
0.01524975;7.657568e-11;-3.248303e-09
0.01613257;7.432544e-11;-1.849493e-09
0.01701538;6.81518e-11;-1.213672e-08
0.0178982;4.715538e-11;-3.542999e-08
0.01878101;7.185787e-12;-5.511955e-08
0.01966383;-4.948979e-11;-7.327661e-08
0.02054664;-1.473185e-10;-1.483507e-07
0.02141976;-2.977653e-10;-1.962676e-07
0.02229287;-4.783038e-10;-2.172789e-07
0.02316598;-6.86798e-10;-2.603039e-07
0.0240391;-9.249886e-10;-2.853024e-07
0.02491221;-1.19099e-09;-3.240089e-07
0.02578532;-1.471228e-09;-3.179101e-07
0.02664829;-1.729923e-09;-2.816349e-07
0.02751125;-1.953291e-09;-2.360387e-07
0.02837421;-2.134699e-09;-1.84388e-07
0.02923717;-2.265957e-09;-1.198119e-07
0.03010013;-2.357735e-09;-9.288822e-08
0.03096309;-2.430175e-09;-7.499825e-08
0.03182605;-2.485101e-09;-5.229554e-08
0.03268902;-2.53043e-09;-5.275903e-08
0.03355198;-2.57416e-09;-4.85892e-08
0.03441494;-2.612297e-09;-3.979606e-08
0.0352779;-2.639869e-09;-2.410199e-08
0.03614086;-2.653771e-09;-8.117683e-09
0.03700382;-2.646005e-09;2.611556e-08
0.03786678;-2.582072e-09;1.220562e-07
0.03872974;-2.437184e-09;2.137324e-07
0.03959271;-2.250592e-09;2.187096e-07
0.04045567;-2.05932e-09;2.245772e-07
0.0413063;-1.86063e-09;2.425761e-07
0.04215693;-1.649164e-09;2.54617e-07
0.04300757;-1.414401e-09;2.973504e-07
0.0438582;-1.141038e-09;3.453702e-07
0.04469614;-8.470031e-10;3.564299e-07
0.04553408;-5.468621e-10;3.599433e-07
0.04637201;-2.404815e-10;3.713229e-07
0.04720995;6.357713e-11;3.544008e-07
0.04804789;3.534906e-10;3.375614e-07
0.04888582;6.389057e-10;3.436645e-07
0.04972376;9.326175e-10;3.573639e-07
0.0505617;1.230846e-09;3.544444e-07
0.05138567;1.520035e-09;3.474896e-07
0.05220964;1.80317e-09;3.397478e-07
0.05303361;2.079334e-09;3.305686e-07
0.05385759;2.348695e-09;3.232376e-07
0.05468156;2.62011e-09;3.355517e-07
0.05550553;2.908865e-09;3.653281e-07
0.0563295;3.220655e-09;3.914633e-07
0.05715347;3.547068e-09;4.008195e-07
0.05797744;3.891465e-09;4.351174e-07
0.05880142;4.27279e-09;4.90453e-07
0.05960923;4.688047e-09;5.376366e-07
0.06041705;5.142524e-09;5.875524e-07
0.06122486;5.627049e-09;6.120298e-07
0.06203268;6.128244e-09;6.288257e-07
0.06284049;6.643306e-09;6.463582e-07
0.06364831;7.173337e-09;6.658873e-07
0.06443856;7.707677e-09;6.864274e-07
0.06522882;8.244275e-09;6.715973e-07
0.06601907;8.763398e-09;6.422034e-07
0.06680932;9.265301e-09;6.280183e-07
0.06759958;9.758079e-09;6.191092e-07
0.06838983;1.02494e-08;6.243295e-07
0.06916081;1.073506e-08;6.355224e-07
0.06993179;1.122955e-08;6.472231e-07
0.07070277;1.172468e-08;6.371769e-07
0.07147375;1.221519e-08;6.352448e-07
0.07224473;1.270654e-08;6.393592e-07
0.07301571;1.319616e-08;6.307449e-07
0.07376527;1.366499e-08;6.201949e-07
0.07451484;1.41326e-08;6.274828e-07
0.0752644;1.459792e-08;6.140651e-07
0.07601397;1.505929e-08;6.169667e-07
0.07676353;1.551522e-08;5.995504e-07
0.07751309;1.596345e-08;5.964076e-07
0.07823848;1.639255e-08;5.866817e-07
0.07896386;1.681356e-08;5.741139e-07
0.07968924;1.722352e-08;5.561935e-07
0.08041463;1.762283e-08;5.447601e-07
0.08114001;1.801153e-08;5.269349e-07
0.08183853;1.837659e-08;5.183047e-07
0.08253705;1.874378e-08;5.330273e-07
0.08323557;1.911521e-08;5.30453e-07
0.08393409;1.948969e-08;5.41765e-07
0.0846326;1.986769e-08;5.405052e-07
0.08530075;2.023364e-08;5.549064e-07
0.0859689;2.062214e-08;6.079932e-07
0.08663705;2.101458e-08;5.667136e-07
0.08730519;2.13996e-08;5.85768e-07
0.08797334;2.179752e-08;6.053384e-07
0.08864149;2.220528e-08;6.152378e-07
0.08930964;2.262086e-08;6.287304e-07
0.08993848;2.302042e-08;6.42051e-07
0.09056733;2.343651e-08;6.812709e-07
0.09119617;2.385981e-08;6.650145e-07
0.09182502;2.429199e-08;7.094928e-07
0.09245386;2.474847e-08;7.422822e-07
0.09308271;2.52133e-08;7.360901e-07
0.09371155;2.568624e-08;7.68067e-07
0.0943404;2.617153e-08;7.753432e-07
0.09496924;2.665938e-08;7.762169e-07
0.09559809;2.716239e-08;8.235835e-07
0.09614833;2.761497e-08;8.214239e-07
0.09669856;2.808701e-08;8.943326e-07
0.0972488;2.855881e-08;8.205682e-07
0.09779904;2.902327e-08;8.676313e-07
0.09834928;2.950649e-08;8.887406e-07
0.09889952;3.000499e-08;9.231808e-07
0.09944976;3.05073e-08;9.026097e-07
0.1;3.10201e-08;9.61295e-07
0.1005848;3.159321e-08;9.98744e-07
0.1011662;3.21643e-08;9.658703e-07
0.1017408;3.274076e-08;1.040529e-06
0.1023121;3.333728e-08;1.047848e-06
0.1028767;3.393832e-08;1.080963e-06
0.1034381;3.456181e-08;1.140178e-06
0.1039963;3.52075e-08;1.173465e-06
0.104548;3.587809e-08;1.257322e-06
0.1050966;3.660497e-08;1.392731e-06
0.1056389;3.73522e-08;1.363023e-06
